,Location,Price,Bedroom,Bathrooms,Toilet,Location Area,State
658, Ajah,2000000,No Info,No Info,No Info,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
659, Ajah,40000000,2,2,3,The Balconies, Lagos
660, Ajah,2000000,3,3,4,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
661, Ajah,40000000,2,2,3,The Balconies, Lagos
662, Ajah,40000000,No Info,No Info,No Info,The Balconies, Lagos
663, Ajah,40000000,2,2,3,The Balconies, Lagos
664, Ajah,1500000,2,2,3,Sangotedo, Lagos
665, Ajah,1500000,2,2,3,Sangotedo, Lagos
666, Ajah,1500000,No Info,No Info,No Info,Sangotedo, Lagos
667, Ajah,1500000,2,2,3,Sangotedo, Lagos
668, Ajah,1200000,3,3,4,Seaside Estate, Lagos
669, Ajah,1200000,3,3,4,Seaside Estate, Lagos
670, Ajah,1200000,3,3,4,Seaside Estate, Lagos
671, Ajah,300000,No Info,No Info,No Info,Idowu Estate, Lagos
672, Ajah,300000,No Info,No Info,No Info,Idowu Estate, Lagos
673, Ajah,300000,No Info,No Info,No Info,Idowu Estate, Lagos
674, Ajah,600000,No Info,No Info,No Info,Black Gate Busstop, Lagos
675, Ajah,600000,No Info,No Info,No Info,Black Gate Busstop, Lagos
676, Ajah,600000,No Info,No Info,No Info,Black Gate Busstop, Lagos
677, Ajah,700000,1,1,1,Hope Ville Estate, Lagos
678, Ajah,700000,1,1,1,Hope Ville Estate, Lagos
679, Ajah,700000,1,1,1,Hope Ville Estate, Lagos
680, Ajah,40000000,2,2,3,The Balconies, Lagos
681, Ajah,2000000,3,3,4,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
682, Ajah,40000000,2,2,3,The Balconies, Lagos
683, Ajah,40000000,2,2,3,The Balconies, Lagos
684, Ajah,40000000,2,2,3,The Balconies, Lagos
685, Ajah,40000000,2,2,3,The Balconies, Lagos
686, Ajah,2000000,3,3,4,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
687, Ajah,2000000,3,3,4,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
688, Ajah,2000000,3,3,4,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
689, Ajah,600000,No Info,No Info,No Info,Value County, Lagos
690, Ajah,600000,No Info,No Info,No Info,Value County, Lagos
691, Ajah,600000,No Info,No Info,No Info,Value County, Lagos
692, Ajah,750000,1,1,2,Olokonla, Lagos
693, Ajah,750000,1,1,2,Olokonla, Lagos
694, Ajah,750000,1,1,2,Olokonla, Lagos
695, Ajah,40000000,2,2,3,The Balconies, Lagos
696, Ajah,2000000,3,3,4,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
697, Ajah,40000000,2,2,3,The Balconies, Lagos
698, Ajah,40000000,2,2,3,The Balconies, Lagos
699, Ajah,2000000,3,3,4,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
700, Ajah,2000000,3,3,4,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
701, Ajah,40000000,2,2,3,The Balconies, Lagos
702, Ajah,2000000,3,3,4,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
703, Ajah,40000000,2,2,3,The Balconies, Lagos
704, Ajah,1500000,2,2,3,Sangotedo, Lagos
705, Ajah,1500000,2,2,3,Sangotedo, Lagos
706, Ajah,1500000,2,2,3,Sangotedo, Lagos
707, Ajah,1500000,2,2,3,Sangotedo, Lagos
708, Ajah,1500000,2,2,3,Sangotedo, Lagos
709, Ajah,1500000,2,2,3,Sangotedo, Lagos
710, Ajah,750000,1,1,2,Olokonla, Lagos
711, Ajah,750000,1,1,2,Olokonla, Lagos
712, Ajah,750000,1,1,2,Olokonla, Lagos
713, Ajah,700000,1,1,1,Hope Ville Estate, Lagos
714, Ajah,700000,1,1,1,Hope Ville Estate, Lagos
715, Ajah,700000,1,1,1,Hope Ville Estate, Lagos
716, Ajah,800000,1,1,1,Alaguntan, Lagos
717, Ajah,800000,1,1,1,Alaguntan, Lagos
718, Ajah,800000,1,1,1,Alaguntan, Lagos
719, Ajah,800000,1,1,1,Alaguntan, Lagos
720, Ajah,800000,1,1,1,Alaguntan, Lagos
721, Ajah,800000,1,1,1,Alaguntan, Lagos
722, Ajah,40000000,2,2,3,The Balconies, Lagos
723, Ajah,40000000,2,2,3,The Balconies, Lagos
724, Ajah,40000000,2,2,3,The Balconies, Lagos
725, Ajah,1500000,2,2,3,Sangotedo, Lagos
726, Ajah,1500000,2,2,3,Sangotedo, Lagos
727, Ajah,1500000,2,2,3,Sangotedo, Lagos
728, Ajah,600000,No Info,No Info,No Info,Black Gate Busstop, Lagos
729, Ajah,600000,No Info,No Info,No Info,Black Gate Busstop, Lagos
730, Ajah,600000,No Info,No Info,No Info,Black Gate Busstop, Lagos
