,Type,Location,Price,Bedroom,Bathrooms,Toilet
576,4 bedroom flat / apartment for sale,"Ikoyi, Lagos",600000,4,4,5
577,4 bedroom flat / apartment for sale,"Ikoyi, Lagos",600000,4,4,5
578,4 bedroom flat / apartment for sale,"Ikoyi, Lagos",600000,4,4,5
579,2 bedroom flat / apartment short let,"Banana Island, Ikoyi, Lagos",110000,2,2,3
580,2 bedroom flat / apartment short let,"Banana Island, Ikoyi, Lagos",110000,2,2,3
581,2 bedroom flat / apartment short let,"Banana Island, Ikoyi, Lagos",110000,2,2,3
582,2 bedroom flat / apartment short let,"Banana Island, Ikoyi, Lagos",110000,2,2,3
583,2 bedroom flat / apartment short let,"Banana Island, Ikoyi, Lagos",110000,2,2,3
584,2 bedroom flat / apartment short let,"Banana Island, Ikoyi, Lagos",110000,No Info,No Info,No Info
585,2 bedroom flat / apartment short let,"Banana Island, Ikoyi, Lagos",110000,2,2,3
586,4 bedroom flat / apartment for sale,"Ikoyi, Lagos",600000,4,4,5
587,4 bedroom flat / apartment for sale,"Ikoyi, Lagos",600000,4,4,5
588,3 bedroom flat / apartment for sale,"Foreshore Estate Phase One, Osborne, Ikoyi, Lagos",320000000,3,3,4
589,2 bedroom flat / apartment short let,"Banana Island, Ikoyi, Lagos",110000,2,2,3
590,2 bedroom flat / apartment short let,"Banana Island, Ikoyi, Lagos",110000,2,2,3
591,2 bedroom flat / apartment short let,"Banana Island, Ikoyi, Lagos",110000,2,2,3
592,3 bedroom flat / apartment for sale,"Off Club Road, Old Ikoyi, Ikoyi, Lagos",310000000,3,4,4
593,3 bedroom flat / apartment for sale,"Off Club Road, Old Ikoyi, Ikoyi, Lagos",310000000,3,4,4
594,3 bedroom flat / apartment for sale,"Off Club Road, Old Ikoyi, Ikoyi, Lagos",310000000,3,4,4
595,3 bedroom flat / apartment for sale,"Off Club Road, Old Ikoyi, Ikoyi, Lagos",310000000,3,4,4
596,3 bedroom flat / apartment for sale,"Off Club Road, Old Ikoyi, Ikoyi, Lagos",310000000,3,4,4
597,3 bedroom flat / apartment for sale,"Off Club Road, Old Ikoyi, Ikoyi, Lagos",310000000,3,4,4
598,2 bedroom flat / apartment short let,"Banana Island, Ikoyi, Lagos",110000,2,2,3
599,2 bedroom flat / apartment short let,"Banana Island, Ikoyi, Lagos",110000,2,2,3
600,2 bedroom flat / apartment short let,"Banana Island, Ikoyi, Lagos",110000,2,2,3
601,3 bedroom flat / apartment for sale,"Off Club Road, Old Ikoyi, Ikoyi, Lagos",310000000,3,4,4
602,3 bedroom flat / apartment for sale,"Off Club Road, Old Ikoyi, Ikoyi, Lagos",310000000,3,4,4
603,3 bedroom flat / apartment for sale,"Off Club Road, Old Ikoyi, Ikoyi, Lagos",310000000,3,4,4
604,3 bedroom flat / apartment for sale,"Off Club Road, Old Ikoyi, Ikoyi, Lagos",310000000,3,4,4
605,3 bedroom flat / apartment for sale,"Off Club Road, Old Ikoyi, Ikoyi, Lagos",310000000,3,4,4
606,3 bedroom flat / apartment for sale,"Off Club Road, Old Ikoyi, Ikoyi, Lagos",310000000,3,4,4
607,2 bedroom flat / apartment short let,"Banana Island, Ikoyi, Lagos",110000,2,2,3
608,2 bedroom flat / apartment short let,"Banana Island, Ikoyi, Lagos",110000,2,2,3
609,2 bedroom flat / apartment short let,"Banana Island, Ikoyi, Lagos",110000,2,2,3
610,4 bedroom flat / apartment for sale,"Ikoyi, Lagos",600000,4,4,5
611,4 bedroom flat / apartment for sale,"Ikoyi, Lagos",600000,4,4,5
612,3 bedroom flat / apartment for sale,"Foreshore Estate Phase One, Osborne, Ikoyi, Lagos",320000000,3,3,4
613,3 bedroom flat / apartment for sale,"Foreshore Estate Phase One, Osborne, Ikoyi, Lagos",320000000,3,3,4
614,3 bedroom flat / apartment for sale,"Foreshore Estate Phase One, Osborne, Ikoyi, Lagos",320000000,3,3,4
615,4 bedroom flat / apartment for sale,"Ikoyi, Lagos",600000,4,4,5
616,2 bedroom flat / apartment short let,"Banana Island, Ikoyi, Lagos",110000,2,2,3
617,2 bedroom flat / apartment short let,"Banana Island, Ikoyi, Lagos",110000,2,2,3
618,2 bedroom flat / apartment short let,"Banana Island, Ikoyi, Lagos",110000,2,2,3
619,3 bedroom flat / apartment for sale,"Off Club Road, Old Ikoyi, Ikoyi, Lagos",310000000,3,4,4
620,3 bedroom flat / apartment for sale,"Off Club Road, Old Ikoyi, Ikoyi, Lagos",310000000,3,4,4
621,3 bedroom flat / apartment for sale,"Off Club Road, Old Ikoyi, Ikoyi, Lagos",310000000,3,4,4
622,4 bedroom flat / apartment for sale,"Ikoyi, Lagos",600000,4,4,5
623,4 bedroom flat / apartment for sale,"Ikoyi, Lagos",600000,4,4,5
624,3 bedroom flat / apartment for sale,"Foreshore Estate Phase One, Osborne, Ikoyi, Lagos",320000000,3,3,4
625,2 bedroom flat / apartment for rent,"Parkview, Ikoyi, Lagos",9500000,2,2,3
626,2 bedroom flat / apartment for rent,"Parkview, Ikoyi, Lagos",9500000,2,2,3
627,2 bedroom flat / apartment for rent,"Parkview, Ikoyi, Lagos",9500000,2,2,3
628,3 bedroom flat / apartment for sale,"Off Club Road, Old Ikoyi, Ikoyi, Lagos",310000000,3,4,4
629,3 bedroom flat / apartment for sale,"Off Club Road, Old Ikoyi, Ikoyi, Lagos",310000000,3,4,4
630,3 bedroom flat / apartment for sale,"Off Club Road, Old Ikoyi, Ikoyi, Lagos",310000000,3,4,4
631,3 bedroom flat / apartment for sale,"Off Club Road, Old Ikoyi, Ikoyi, Lagos",310000000,3,4,4
632,3 bedroom flat / apartment for sale,"Off Club Road, Old Ikoyi, Ikoyi, Lagos",310000000,3,4,4
633,3 bedroom flat / apartment for sale,"Off Club Road, Old Ikoyi, Ikoyi, Lagos",310000000,3,4,4
634,2 bedroom flat / apartment short let,"Banana Island, Ikoyi, Lagos",110000,2,2,3
635,2 bedroom flat / apartment short let,"Banana Island, Ikoyi, Lagos",110000,2,2,3
636,2 bedroom flat / apartment short let,"Banana Island, Ikoyi, Lagos",110000,2,2,3
637,4 bedroom flat / apartment for sale,"Ikoyi, Lagos",600000,4,4,5
638,4 bedroom flat / apartment for sale,"Ikoyi, Lagos",600000,4,4,5
639,4 bedroom flat / apartment for sale,"Ikoyi, Lagos",600000,4,4,5
640,1 bedroom mini flat (room and parlour) for rent,"Mojisola Onikoyi Estate By, Banana Island, Ikoyi, Lagos",7000000,1,1,2
641,1 bedroom mini flat (room and parlour) for rent,"Mojisola Onikoyi Estate By, Banana Island, Ikoyi, Lagos",7000000,1,1,2
642,1 bedroom mini flat (room and parlour) for rent,"Mojisola Onikoyi Estate By, Banana Island, Ikoyi, Lagos",7000000,1,1,2
643,2 bedroom flat / apartment short let,"Banana Island, Ikoyi, Lagos",110000,2,2,3
644,2 bedroom flat / apartment short let,"Banana Island, Ikoyi, Lagos",110000,2,2,3
645,2 bedroom flat / apartment short let,"Banana Island, Ikoyi, Lagos",110000,2,2,3
646,2 bedroom flat / apartment short let,"Banana Island, Ikoyi, Lagos",110000,2,2,3
647,2 bedroom flat / apartment short let,"Banana Island, Ikoyi, Lagos",110000,2,2,3
