,Type,Location,Price,Bedroom,Bathrooms,Toilet
342,Self contain (single rooms) for rent,"Chevron Toll Gate, Lekki Phase 2, Lekki, Lagos",1000000,No Info,No Info,No Info
343,Self contain (single rooms) for rent,"Chevron Toll Gate, Lekki Phase 2, Lekki, Lagos",1000000,No Info,No Info,No Info
344,1 bedroom mini flat (room and parlour) for rent,"No. 6 Familoni Street, Igbo Efon, Lekki, Lagos",1500000,1,1,1
345,1 bedroom mini flat (room and parlour) for rent,"No. 6 Familoni Street, Igbo Efon, Lekki, Lagos",1500000,1,1,1
346,1 bedroom mini flat (room and parlour) for rent,"No. 6 Familoni Street, Igbo Efon, Lekki, Lagos",1500000,1,1,1
347,1 bedroom mini flat (room and parlour) for rent,"Canal West Estate, Osapa, Lekki, Lagos",2000000,1,1,1
348,1 bedroom mini flat (room and parlour) for rent,"Canal West Estate, Osapa, Lekki, Lagos",2000000,1,1,1
349,1 bedroom mini flat (room and parlour) for rent,"Canal West Estate, Osapa, Lekki, Lagos",2000000,1,1,1
350,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,No Info,No Info,No Info
351,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,No Info,No Info,No Info
352,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,No Info,No Info,No Info
353,Self contain (single rooms) for rent,"Off Chevron Drive, Idado, Lekki, Lagos",1200000,No Info,No Info,No Info
354,Self contain (single rooms) for rent,"Off Chevron Drive, Idado, Lekki, Lagos",1200000,No Info,No Info,No Info
355,Self contain (single rooms) for rent,"Off Chevron Drive, Idado, Lekki, Lagos",1200000,No Info,No Info,No Info
356,3 bedroom flat / apartment for rent,"Alpha Bay Estates. Alpha Beach Road. Lekki, Lekki, Lagos",2500000,3,3,3
357,3 bedroom flat / apartment for rent,"Alpha Bay Estates. Alpha Beach Road. Lekki, Lekki, Lagos",2500000,3,3,3
358,1 bedroom mini flat (room and parlour) short let,"Off Admiralty Way, Ebeano Supermarket, Lekki Phase 1, Lekki, Lagos",40000,1,1,1
359,3 bedroom flat / apartment short let,"Ikate, Lekki, Lagos",85000,3,3,3
360,1 bedroom mini flat (room and parlour) short let,"Off Admiralty Way, Ebeano Supermarket, Lekki Phase 1, Lekki, Lagos",40000,1,1,1
361,2 bedroom flat / apartment short let,"Ikate, Lekki, Lagos",75000,2,2,3
362,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,1,1,1
363,1 bedroom mini flat (room and parlour) short let,"Off Admiralty Way, Ebeano Supermarket, Lekki Phase 1, Lekki, Lagos",40000,1,1,1
364,1 bedroom mini flat (room and parlour) short let,"Off Admiralty Way, Ebeano Supermarket, Lekki Phase 1, Lekki, Lagos",40000,1,1,1
365,3 bedroom flat / apartment for rent,"Igbo Efon, Lekki, Lagos",2500000,3,3,4
366,3 bedroom flat / apartment for rent,"Igbo Efon, Lekki, Lagos",2500000,3,3,4
367,3 bedroom flat / apartment for rent,"Igbo Efon, Lekki, Lagos",2500000,3,3,4
368,1 bedroom mini flat (room and parlour) short let,"Off Admiralty Way, Ebeano Supermarket, Lekki Phase 1, Lekki, Lagos",40000,1,1,1
369,1 bedroom mini flat (room and parlour) short let,"Off Admiralty Way, Ebeano Supermarket, Lekki Phase 1, Lekki, Lagos",40000,1,1,1
370,1 bedroom mini flat (room and parlour) short let,"Off Admiralty Way, Ebeano Supermarket, Lekki Phase 1, Lekki, Lagos",40000,1,1,1
371,3 bedroom flat / apartment for rent,"Alpha Bay Estates. Alpha Beach Road. Lekki, Lekki, Lagos",2500000,3,3,3
372,1 bedroom mini flat (room and parlour) short let,"Off Admiralty Way, Ebeano Supermarket, Lekki Phase 1, Lekki, Lagos",40000,1,1,1
373,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,2,1,1
374,3 bedroom flat / apartment for rent,"Alpha Bay Estates. Alpha Beach Road. Lekki, Lekki, Lagos",2500000,3,3,3
375,1 bedroom mini flat (room and parlour) short let,"Off Admiralty Way, Ebeano Supermarket, Lekki Phase 1, Lekki, Lagos",40000,1,1,1
376,1 bedroom mini flat (room and parlour) short let,"Off Admiralty Way, Ebeano Supermarket, Lekki Phase 1, Lekki, Lagos",40000,1,1,1
377,2 bedroom flat / apartment short let,"Ikate, Lekki, Lagos",75000,2,2,3
378,3 bedroom flat / apartment short let,"Ikate, Lekki, Lagos",85000,3,3,3
379,3 bedroom flat / apartment for rent,"Alpha Bay Estates. Alpha Beach Road. Lekki, Lekki, Lagos",2500000,3,3,3
380,1 bedroom mini flat (room and parlour) short let,"Off Admiralty Way, Ebeano Supermarket, Lekki Phase 1, Lekki, Lagos",40000,1,1,1
381,2 bedroom flat / apartment short let,"Ikate, Lekki, Lagos",75000,2,2,3
382,3 bedroom flat / apartment short let,"Ikate, Lekki, Lagos",85000,3,3,3
383,3 bedroom flat / apartment short let,"Ikate, Lekki, Lagos",85000,3,3,3
384,3 bedroom flat / apartment short let,"Ikate, Lekki, Lagos",85000,3,3,3
385,1 bedroom mini flat (room and parlour) short let,"Off Admiralty Way, Ebeano Supermarket, Lekki Phase 1, Lekki, Lagos",40000,1,1,1
386,3 bedroom flat / apartment for rent,"Alpha Bay Estates. Alpha Beach Road. Lekki, Lekki, Lagos",2500000,3,3,3
387,2 bedroom flat / apartment short let,"Ikate, Lekki, Lagos",75000,2,2,3
388,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,2,1,1
389,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,No Info,No Info,No Info
390,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,No Info,No Info,No Info
391,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,No Info,No Info,No Info
392,1 bedroom mini flat (room and parlour) short let,"Off Admiralty Way, Ebeano Supermarket, Lekki Phase 1, Lekki, Lagos",40000,1,1,1
393,1 bedroom mini flat (room and parlour) short let,"Off Admiralty Way, Ebeano Supermarket, Lekki Phase 1, Lekki, Lagos",40000,1,1,1
394,1 bedroom mini flat (room and parlour) short let,"Off Admiralty Way, Ebeano Supermarket, Lekki Phase 1, Lekki, Lagos",40000,1,1,1
395,3 bedroom flat / apartment short let,"Ikate, Lekki, Lagos",85000,3,3,3
396,3 bedroom flat / apartment short let,"Ikate, Lekki, Lagos",85000,3,3,3
397,3 bedroom flat / apartment short let,"Ikate, Lekki, Lagos",85000,3,3,3
398,Self contain (single rooms) for rent,"6 Familoni Street, Igbo Efon, Lekki, Lagos",800000,No Info,No Info,No Info
399,Self contain (single rooms) for rent,"6 Familoni Street, Igbo Efon, Lekki, Lagos",800000,No Info,No Info,No Info
400,Self contain (single rooms) for rent,"6 Familoni Street, Igbo Efon, Lekki, Lagos",800000,No Info,No Info,No Info
401,2 bedroom flat / apartment short let,"Ikate, Lekki, Lagos",75000,2,2,3
402,2 bedroom flat / apartment short let,"Ikate, Lekki, Lagos",75000,2,2,3
403,3 bedroom flat / apartment short let,"Ikate, Lekki, Lagos",85000,3,3,3
404,1 bedroom mini flat (room and parlour) short let,"Off Admiralty Way, Ebeano Supermarket, Lekki Phase 1, Lekki, Lagos",40000,1,1,1
405,1 bedroom mini flat (room and parlour) short let,"Off Admiralty Way, Ebeano Supermarket, Lekki Phase 1, Lekki, Lagos",40000,1,1,1
406,1 bedroom mini flat (room and parlour) short let,"Off Admiralty Way, Ebeano Supermarket, Lekki Phase 1, Lekki, Lagos",40000,1,1,1
407,Self contain (single rooms) for rent,"Conservation Road, Lekki Expressway, Lekki, Lagos",1000000,No Info,No Info,No Info
408,Self contain (single rooms) for rent,"Conservation Road, Lekki Expressway, Lekki, Lagos",1000000,No Info,No Info,No Info
409,Self contain (single rooms) for rent,"Conservation Road, Lekki Expressway, Lekki, Lagos",1000000,No Info,No Info,No Info
410,Self contain (single rooms) for rent,"Conservation Road, Lekki Expressway, Lekki, Lagos",1000000,No Info,No Info,No Info
411,Self contain (single rooms) for rent,"Conservation Road, Lekki Expressway, Lekki, Lagos",1000000,No Info,No Info,No Info
412,Self contain (single rooms) for rent,"Conservation Road, Lekki Expressway, Lekki, Lagos",1000000,No Info,No Info,No Info
413,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,1,1,1
414,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,1,1,1
415,1 bedroom mini flat (room and parlour) short let,"Off Admiralty Way, Ebeano Supermarket, Lekki Phase 1, Lekki, Lagos",40000,1,1,1
416,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,No Info,No Info,No Info
417,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,No Info,No Info,No Info
418,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,No Info,No Info,No Info
419,1 bedroom mini flat (room and parlour) for rent,"Chevron Toll Gate, Lekki Phase 2, Lekki, Lagos",2300000,1,1,2
420,1 bedroom mini flat (room and parlour) for rent,"Chevron Toll Gate, Lekki Phase 2, Lekki, Lagos",2300000,1,1,2
421,1 bedroom mini flat (room and parlour) for rent,"Chevron Toll Gate, Lekki Phase 2, Lekki, Lagos",2300000,1,1,2
422,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,1,1,1
423,1 bedroom mini flat (room and parlour) short let,"Off Admiralty Way, Ebeano Supermarket, Lekki Phase 1, Lekki, Lagos",40000,1,1,1
424,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,1,1,1
425,2 bedroom flat / apartment for sale,"VGC, Lekki, Lagos",45000000,2,2,3
426,2 bedroom flat / apartment for sale,"VGC, Lekki, Lagos",45000000,2,2,3
427,2 bedroom flat / apartment for sale,"VGC, Lekki, Lagos",45000000,2,2,3
428,1 bedroom flat / apartment short let,"Dr Miracle, Ikate Elegushi, Lekki, Lagos",95000,1,1,1
429,1 bedroom flat / apartment short let,"Dr Miracle, Ikate Elegushi, Lekki, Lagos",95000,1,1,1
430,1 bedroom flat / apartment short let,"Dr Miracle, Ikate Elegushi, Lekki, Lagos",95000,1,1,1
431,3 bedroom flat / apartment for sale,"Agungi, Lekki, Lagos",70000000,3,3,4
432,3 bedroom flat / apartment for sale,"Agungi, Lekki, Lagos",70000000,3,3,4
433,3 bedroom flat / apartment for sale,"Agungi, Lekki, Lagos",70000000,3,3,4
434,1 bedroom mini flat (room and parlour) short let,"Off Admiralty Way, Ebeano Supermarket, Lekki Phase 1, Lekki, Lagos",40000,1,1,1
435,1 bedroom mini flat (room and parlour) short let,"Off Admiralty Way, Ebeano Supermarket, Lekki Phase 1, Lekki, Lagos",40000,1,1,1
436,1 bedroom mini flat (room and parlour) short let,"Off Admiralty Way, Ebeano Supermarket, Lekki Phase 1, Lekki, Lagos",40000,1,1,1
437,2 bedroom flat / apartment for rent,"Ologolo, Lekki, Lagos",2300000,2,2,3
438,2 bedroom flat / apartment for rent,"Ologolo, Lekki, Lagos",2300000,2,2,3
439,2 bedroom flat / apartment for rent,"Ologolo, Lekki, Lagos",2300000,2,2,3
440,2 bedroom flat / apartment for sale,"Ilasan, Lekki, Lagos",80000000,2,2,3
441,2 bedroom flat / apartment for sale,"Ilasan, Lekki, Lagos",80000000,2,2,3
442,2 bedroom flat / apartment for sale,"Ilasan, Lekki, Lagos",80000000,2,2,3
443,1 bedroom flat / apartment short let,"Dr Miracle, Ikate Elegushi, Lekki, Lagos",95000,1,1,1
444,1 bedroom flat / apartment short let,"Dr Miracle, Ikate Elegushi, Lekki, Lagos",95000,1,1,1
445,1 bedroom flat / apartment short let,"Dr Miracle, Ikate Elegushi, Lekki, Lagos",95000,1,1,1
446,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,No Info,No Info,No Info
447,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,No Info,No Info,No Info
448,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,No Info,No Info,No Info
449,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,1,1,1
450,1 bedroom mini flat (room and parlour) short let,"Off Admiralty Way, Ebeano Supermarket, Lekki Phase 1, Lekki, Lagos",40000,1,1,1
451,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,1,1,1
452,Self contain (single rooms) for rent,"Ikate Elegushi, Lekki, Lagos",2000000,No Info,No Info,No Info
453,Self contain (single rooms) for rent,"Ikate Elegushi, Lekki, Lagos",2000000,No Info,No Info,No Info
454,Self contain (single rooms) for rent,"Ikate Elegushi, Lekki, Lagos",2000000,No Info,No Info,No Info
455,2 bedroom flat / apartment for sale,"Lekki Phase 2, Lekki, Lagos",100000000,2,2,3
456,2 bedroom flat / apartment for sale,"Lekki Phase 2, Lekki, Lagos",100000000,2,2,3
457,2 bedroom flat / apartment for sale,"Lekki Phase 2, Lekki, Lagos",100000000,2,2,3
458,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,No Info,No Info,No Info
459,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,No Info,No Info,No Info
460,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,No Info,No Info,No Info
461,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,1,1,1
462,1 bedroom mini flat (room and parlour) short let,"Off Admiralty Way, Ebeano Supermarket, Lekki Phase 1, Lekki, Lagos",40000,1,1,1
463,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,1,1,1
464,2 bedroom flat / apartment for sale,"Lekki Phase 2, Lekki, Lagos",100000000,2,2,3
465,2 bedroom flat / apartment for sale,"Lekki Phase 2, Lekki, Lagos",100000000,2,2,3
466,2 bedroom flat / apartment for sale,"Lekki Phase 2, Lekki, Lagos",100000000,2,2,3
467,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,No Info,No Info,No Info
468,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,No Info,No Info,No Info
469,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,No Info,No Info,No Info
470,3 bedroom flat / apartment for rent,"Conservation Road, Lekki Expressway, Lekki, Lagos",2500000,3,3,4
471,3 bedroom flat / apartment for rent,"Conservation Road, Lekki Expressway, Lekki, Lagos",2500000,3,3,4
472,3 bedroom flat / apartment for rent,"Conservation Road, Lekki Expressway, Lekki, Lagos",2500000,3,3,4
473,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,No Info,No Info,No Info
474,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,No Info,No Info,No Info
475,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,No Info,No Info,No Info
476,Self contain (single rooms) for rent,"Chevron Toll Gate, Lekki Phase 2, Lekki, Lagos",1000000,No Info,No Info,No Info
477,Self contain (single rooms) for rent,"Chevron Toll Gate, Lekki Phase 2, Lekki, Lagos",1000000,No Info,No Info,No Info
478,Self contain (single rooms) for rent,"Chevron Toll Gate, Lekki Phase 2, Lekki, Lagos",1000000,No Info,No Info,No Info
479,Self contain (single rooms) for rent,"Chevron Toll Gate, Lekki Phase 2, Lekki, Lagos",1000000,No Info,No Info,No Info
480,Self contain (single rooms) for rent,"Chevron Toll Gate, Lekki Phase 2, Lekki, Lagos",1000000,No Info,No Info,No Info
481,Self contain (single rooms) for rent,"Chevron Toll Gate, Lekki Phase 2, Lekki, Lagos",1000000,No Info,No Info,No Info
482,1 bedroom mini flat (room and parlour) for rent,"Chevron Toll Gate, Lekki Phase 2, Lekki, Lagos",2300000,1,1,2
483,1 bedroom mini flat (room and parlour) for rent,"Chevron Toll Gate, Lekki Phase 2, Lekki, Lagos",2300000,1,1,2
484,1 bedroom mini flat (room and parlour) for rent,"Chevron Toll Gate, Lekki Phase 2, Lekki, Lagos",2300000,1,1,2
485,2 bedroom flat / apartment for rent,"Lekki County Road, Ikota, Lekki, Lagos",2500000,2,2,3
486,2 bedroom flat / apartment for rent,"Lekki County Road, Ikota, Lekki, Lagos",2500000,2,2,3
487,2 bedroom flat / apartment for rent,"Lekki County Road, Ikota, Lekki, Lagos",2500000,2,2,3
488,2 bedroom flat / apartment for rent,"Lekki County Road, Ikota, Lekki, Lagos",2500000,2,2,3
489,2 bedroom flat / apartment for rent,"Lekki County Road, Ikota, Lekki, Lagos",2500000,2,2,3
490,2 bedroom flat / apartment for rent,"Lekki County Road, Ikota, Lekki, Lagos",2500000,2,2,3
491,2 bedroom flat / apartment for rent,"Ologolo, Lekki, Lagos",2300000,2,2,3
492,2 bedroom flat / apartment for rent,"Ologolo, Lekki, Lagos",2300000,2,2,3
493,2 bedroom flat / apartment for rent,"Ologolo, Lekki, Lagos",2300000,2,2,3
494,2 bedroom flat / apartment for rent,"Lekki County Road, Ikota, Lekki, Lagos",2500000,2,2,3
495,2 bedroom flat / apartment for rent,"Lekki County Road, Ikota, Lekki, Lagos",2500000,2,2,3
496,2 bedroom flat / apartment for rent,"Lekki County Road, Ikota, Lekki, Lagos",2500000,2,2,3
497,2 bedroom flat / apartment for rent,"Tindel Mews Estate, Jakande, Lekki, Lagos",3500000,2,3,3
498,2 bedroom flat / apartment for rent,"Tindel Mews Estate, Jakande, Lekki, Lagos",3500000,2,3,3
499,2 bedroom flat / apartment for rent,"Tindel Mews Estate, Jakande, Lekki, Lagos",3500000,2,3,3
500,1 bedroom mini flat (room and parlour) for rent,"Canal West Estate, Osapa, Lekki, Lagos",2000000,1,1,1
501,1 bedroom mini flat (room and parlour) for rent,"Canal West Estate, Osapa, Lekki, Lagos",2000000,1,1,1
502,1 bedroom mini flat (room and parlour) for rent,"Canal West Estate, Osapa, Lekki, Lagos",2000000,1,1,1
503,Self contain (single rooms) for rent,"Osapa London, Osapa, Lekki, Lagos",1200000,No Info,No Info,No Info
504,Self contain (single rooms) for rent,"Osapa London, Osapa, Lekki, Lagos",1200000,No Info,No Info,No Info
505,Self contain (single rooms) for rent,"Osapa London, Osapa, Lekki, Lagos",1200000,No Info,No Info,No Info
506,2 bedroom flat / apartment for rent,"Lekki County Road, Ikota, Lekki, Lagos",2500000,2,2,3
507,2 bedroom flat / apartment for rent,"Lekki County Road, Ikota, Lekki, Lagos",2500000,2,2,3
508,2 bedroom flat / apartment for rent,"Lekki County Road, Ikota, Lekki, Lagos",2500000,2,2,3
509,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,No Info,No Info,No Info
510,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,No Info,No Info,No Info
511,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,No Info,No Info,No Info
512,Self contain (single rooms) for rent,"Off Chevron Drive, Idado, Lekki, Lagos",1200000,No Info,No Info,No Info
513,Self contain (single rooms) for rent,"Off Chevron Drive, Idado, Lekki, Lagos",1200000,No Info,No Info,No Info
514,Self contain (single rooms) for rent,"Off Chevron Drive, Idado, Lekki, Lagos",1200000,No Info,No Info,No Info
515,3 bedroom flat / apartment for rent,"Idado, Lekki, Lagos",2500000,3,4,4
516,3 bedroom flat / apartment for rent,"Idado, Lekki, Lagos",2500000,3,4,4
517,3 bedroom flat / apartment for rent,"Idado, Lekki, Lagos",2500000,3,4,4
518,2 bedroom flat / apartment for rent,"Lekki County Road, Ikota, Lekki, Lagos",2500000,2,2,3
519,2 bedroom flat / apartment for rent,"Lekki County Road, Ikota, Lekki, Lagos",2500000,2,2,3
520,2 bedroom flat / apartment for rent,"Lekki County Road, Ikota, Lekki, Lagos",2500000,2,2,3
521,1 bedroom mini flat (room and parlour) for rent,"Idado, Lekki, Lagos",2200000,1,1,2
522,1 bedroom mini flat (room and parlour) for rent,"Idado, Lekki, Lagos",2200000,1,1,2
523,1 bedroom mini flat (room and parlour) for rent,"Idado, Lekki, Lagos",2200000,1,1,2
524,2 bedroom flat / apartment for rent,"Ologolo, Lekki, Lagos",2300000,2,2,3
525,2 bedroom flat / apartment for rent,"Ologolo, Lekki, Lagos",2300000,2,2,3
526,2 bedroom flat / apartment for rent,"Ologolo, Lekki, Lagos",2300000,2,2,3
527,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,No Info,No Info,No Info
528,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,No Info,No Info,No Info
529,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,No Info,No Info,No Info
530,1 bedroom mini flat (room and parlour) short let,"Off Admiralty Way, Ebeano Supermarket, Lekki Phase 1, Lekki, Lagos",40000,1,1,1
531,1 bedroom mini flat (room and parlour) short let,"Off Admiralty Way, Ebeano Supermarket, Lekki Phase 1, Lekki, Lagos",40000,1,1,1
532,1 bedroom mini flat (room and parlour) short let,"Off Admiralty Way, Ebeano Supermarket, Lekki Phase 1, Lekki, Lagos",40000,1,1,1
533,1 bedroom mini flat (room and parlour) short let,"Off Admiralty Way, Ebeano Supermarket, Lekki Phase 1, Lekki, Lagos",40000,1,1,1
534,1 bedroom mini flat (room and parlour) short let,"Off Admiralty Way, Ebeano Supermarket, Lekki Phase 1, Lekki, Lagos",40000,1,1,1
535,1 bedroom mini flat (room and parlour) short let,"Off Admiralty Way, Ebeano Supermarket, Lekki Phase 1, Lekki, Lagos",40000,1,1,1
536,Self contain (single rooms) for rent,"Osapa London, Osapa, Lekki, Lagos",1200000,No Info,No Info,No Info
537,Self contain (single rooms) for rent,"Osapa London, Osapa, Lekki, Lagos",1200000,No Info,No Info,No Info
538,Self contain (single rooms) for rent,"Osapa London, Osapa, Lekki, Lagos",1200000,No Info,No Info,No Info
539,1 bedroom flat / apartment short let,"Dr Miracle, Ikate Elegushi, Lekki, Lagos",95000,1,1,1
540,1 bedroom flat / apartment short let,"Dr Miracle, Ikate Elegushi, Lekki, Lagos",95000,1,1,1
541,1 bedroom flat / apartment short let,"Dr Miracle, Ikate Elegushi, Lekki, Lagos",95000,1,1,1
542,3 bedroom flat / apartment for rent,"Alpha Bay Estates. Alpha Beach Road. Lekki, Lekki, Lagos",2500000,3,3,3
543,3 bedroom flat / apartment short let,"Ikate, Lekki, Lagos",85000,3,3,3
544,3 bedroom flat / apartment for rent,"Alpha Bay Estates. Alpha Beach Road. Lekki, Lekki, Lagos",2500000,3,3,3
545,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,No Info,No Info,No Info
546,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,No Info,No Info,No Info
547,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,No Info,No Info,No Info
548,3 bedroom flat / apartment for rent,"Igbo Efon, Lekki, Lagos",2500000,3,3,4
549,3 bedroom flat / apartment for rent,"Igbo Efon, Lekki, Lagos",2500000,3,3,4
550,3 bedroom flat / apartment for rent,"Igbo Efon, Lekki, Lagos",2500000,3,3,4
551,1 bedroom mini flat (room and parlour) short let,"Off Admiralty Way, Ebeano Supermarket, Lekki Phase 1, Lekki, Lagos",40000,1,1,1
552,1 bedroom mini flat (room and parlour) short let,"Off Admiralty Way, Ebeano Supermarket, Lekki Phase 1, Lekki, Lagos",40000,1,1,1
553,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,2,1,1
554,1 bedroom mini flat (room and parlour) short let,"Off Admiralty Way, Ebeano Supermarket, Lekki Phase 1, Lekki, Lagos",40000,1,1,1
555,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,1,1,1
556,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,1,1,1
557,2 bedroom flat / apartment short let,"Ikate, Lekki, Lagos",75000,2,2,3
558,2 bedroom flat / apartment short let,"Ikate, Lekki, Lagos",75000,2,2,3
559,2 bedroom flat / apartment short let,"Ikate, Lekki, Lagos",75000,2,2,3
560,2 bedroom flat / apartment for rent,"Ologolo, Lekki, Lagos",2300000,2,2,3
561,2 bedroom flat / apartment for rent,"Ologolo, Lekki, Lagos",2300000,2,2,3
562,2 bedroom flat / apartment for rent,"Ologolo, Lekki, Lagos",2300000,2,2,3
563,1 bedroom flat / apartment short let,"Dr Miracle, Ikate Elegushi, Lekki, Lagos",95000,1,1,1
564,1 bedroom flat / apartment short let,"Dr Miracle, Ikate Elegushi, Lekki, Lagos",95000,1,1,1
565,1 bedroom flat / apartment short let,"Dr Miracle, Ikate Elegushi, Lekki, Lagos",95000,1,1,1
566,2 bedroom flat / apartment for rent,"Ologolo, Lekki, Lagos",2300000,2,2,3
567,2 bedroom flat / apartment for rent,"Ologolo, Lekki, Lagos",2300000,2,2,3
568,2 bedroom flat / apartment for rent,"Ologolo, Lekki, Lagos",2300000,2,2,3
569,1 bedroom flat / apartment short let,"Dr Miracle, Ikate Elegushi, Lekki, Lagos",95000,1,1,1
570,1 bedroom flat / apartment short let,"Dr Miracle, Ikate Elegushi, Lekki, Lagos",95000,1,1,1
571,1 bedroom flat / apartment short let,"Dr Miracle, Ikate Elegushi, Lekki, Lagos",95000,1,1,1
572,2 bedroom flat / apartment short let,"Ikate, Lekki, Lagos",75000,2,2,3
573,2 bedroom flat / apartment short let,"Ikate, Lekki, Lagos",75000,2,2,3
574,1 bedroom mini flat (room and parlour) short let,"Off Admiralty Way, Ebeano Supermarket, Lekki Phase 1, Lekki, Lagos",40000,1,1,1
575,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,2,1,1
576,3 bedroom flat / apartment for rent,"Alpha Bay Estates. Alpha Beach Road. Lekki, Lekki, Lagos",2500000,3,3,3
577,3 bedroom flat / apartment short let,"Ikate, Lekki, Lagos",85000,3,3,3
578,1 bedroom mini flat (room and parlour) short let,"Off Admiralty Way, Ebeano Supermarket, Lekki Phase 1, Lekki, Lagos",40000,1,1,1
579,1 bedroom mini flat (room and parlour) short let,"Off Admiralty Way, Ebeano Supermarket, Lekki Phase 1, Lekki, Lagos",40000,1,1,1
580,1 bedroom mini flat (room and parlour) short let,"Off Admiralty Way, Ebeano Supermarket, Lekki Phase 1, Lekki, Lagos",40000,1,1,1
581,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,1,1,1
582,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,1,1,1
583,1 bedroom mini flat (room and parlour) short let,"Off Admiralty Way, Ebeano Supermarket, Lekki Phase 1, Lekki, Lagos",40000,1,1,1
584,2 bedroom flat / apartment for rent,"Lekki County Road, Ikota, Lekki, Lagos",2500000,2,2,3
585,2 bedroom flat / apartment for rent,"Lekki County Road, Ikota, Lekki, Lagos",2500000,2,2,3
586,2 bedroom flat / apartment for rent,"Lekki County Road, Ikota, Lekki, Lagos",2500000,2,2,3
587,2 bedroom flat / apartment for rent,"Lekki County Road, Ikota, Lekki, Lagos",2500000,2,2,3
588,2 bedroom flat / apartment for rent,"Lekki County Road, Ikota, Lekki, Lagos",2500000,2,2,3
589,2 bedroom flat / apartment for rent,"Lekki County Road, Ikota, Lekki, Lagos",2500000,2,2,3
590,2 bedroom flat / apartment short let,"Ikate, Lekki, Lagos",75000,2,2,3
591,2 bedroom flat / apartment short let,"Ikate, Lekki, Lagos",75000,2,2,3
592,3 bedroom flat / apartment short let,"Ikate, Lekki, Lagos",85000,3,3,3
593,3 bedroom flat / apartment short let,"Ikate, Lekki, Lagos",85000,3,3,3
594,Self contain (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",1700000,2,1,1
595,3 bedroom flat / apartment short let,"Ikate, Lekki, Lagos",85000,3,3,3
