,Type,Location,Price,Bedroom,Bathrooms,Toilet
186,Self contain (single rooms) for rent,"Value County, Ajah, Lagos",600000,No Info,No Info,No Info
187,Self contain (single rooms) for rent,"Value County, Ajah, Lagos",600000,No Info,No Info,No Info
188,Self contain (single rooms) for rent,"Value County, Ajah, Lagos",600000,No Info,No Info,No Info
189,2 bedroom flat / apartment for sale,"The Balconies, Urban Prime Three Phase 2 Estate, Ogombo, Ajah, Lagos",40000000,2,2,3
190,2 bedroom flat / apartment for sale,"The Balconies, Urban Prime Three Phase 2 Estate, Ogombo, Ajah, Lagos",40000000,2,2,3
191,3 bedroom flat / apartment for rent,"Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2000000,3,3,4
192,1 bedroom mini flat (room and parlour) for rent,"Ado, Ajah, Lagos",800000,1,1,2
193,1 bedroom mini flat (room and parlour) for rent,"Ado, Ajah, Lagos",800000,1,1,2
194,1 bedroom mini flat (room and parlour) for rent,"Ado, Ajah, Lagos",800000,1,1,2
195,1 bedroom mini flat (room and parlour) for rent,"Ado, Ajah, Lagos",800000,1,1,2
196,1 bedroom mini flat (room and parlour) for rent,"Ado, Ajah, Lagos",800000,1,1,2
197,1 bedroom mini flat (room and parlour) for rent,"Ado, Ajah, Lagos",800000,1,1,2
198,3 bedroom flat / apartment for rent,"Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2000000,3,3,4
199,3 bedroom flat / apartment for rent,"Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2000000,3,3,4
200,3 bedroom flat / apartment for rent,"Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2000000,3,3,4
201,3 bedroom flat / apartment for rent,"Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2000000,3,3,4
202,3 bedroom flat / apartment for rent,"Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2000000,3,3,4
203,2 bedroom flat / apartment for sale,"The Balconies, Urban Prime Three Phase 2 Estate, Ogombo, Ajah, Lagos",40000000,2,2,3
204,1 bedroom mini flat (room and parlour) for rent,"Olokonla, Dkk, Ajah, Lagos",750000,1,1,2
205,1 bedroom mini flat (room and parlour) for rent,"Olokonla, Dkk, Ajah, Lagos",750000,1,1,2
206,1 bedroom mini flat (room and parlour) for rent,"Olokonla, Dkk, Ajah, Lagos",750000,1,1,2
207,3 bedroom flat / apartment for rent,"Seaside Estate, Badore, Ajah, Lagos",1200000,3,3,4
208,3 bedroom flat / apartment for rent,"Seaside Estate, Badore, Ajah, Lagos",1200000,3,3,4
209,3 bedroom flat / apartment for rent,"Seaside Estate, Badore, Ajah, Lagos",1200000,3,3,4
210,1 bedroom mini flat (room and parlour) for rent,"Hope Ville Estate, Sangotedo, Ajah, Lagos",700000,1,1,1
211,1 bedroom mini flat (room and parlour) for rent,"Hope Ville Estate, Sangotedo, Ajah, Lagos",700000,1,1,1
212,1 bedroom mini flat (room and parlour) for rent,"Hope Ville Estate, Sangotedo, Ajah, Lagos",700000,1,1,1
213,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
214,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
215,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
216,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
217,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
218,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
219,3 bedroom flat / apartment for rent,"Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2000000,3,3,4
220,3 bedroom flat / apartment for rent,"Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2000000,3,3,4
221,2 bedroom flat / apartment for sale,"The Balconies, Urban Prime Three Phase 2 Estate, Ogombo, Ajah, Lagos",40000000,2,2,3
222,1 bedroom mini flat (room and parlour) for rent,"Hope Ville Estate, Sangotedo, Ajah, Lagos",700000,1,1,1
223,1 bedroom mini flat (room and parlour) for rent,"Hope Ville Estate, Sangotedo, Ajah, Lagos",700000,1,1,1
224,1 bedroom mini flat (room and parlour) for rent,"Hope Ville Estate, Sangotedo, Ajah, Lagos",700000,1,1,1
225,2 bedroom flat / apartment for sale,"The Balconies, Urban Prime Three Phase 2 Estate, Ogombo, Ajah, Lagos",40000000,2,2,3
226,2 bedroom flat / apartment for sale,"The Balconies, Urban Prime Three Phase 2 Estate, Ogombo, Ajah, Lagos",40000000,2,2,3
227,2 bedroom flat / apartment for sale,"The Balconies, Urban Prime Three Phase 2 Estate, Ogombo, Ajah, Lagos",40000000,2,2,3
228,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
229,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
230,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
231,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
232,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
233,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
234,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
235,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
236,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
237,1 bedroom mini flat (room and parlour) for rent,"Peninsula Garden Estate, Back Of Blenco Supermarket, Olokonla, Ajah, Lagos",1200000,1,1,1
238,1 bedroom mini flat (room and parlour) for rent,"Peninsula Garden Estate, Back Of Blenco Supermarket, Olokonla, Ajah, Lagos",1200000,1,1,1
239,1 bedroom mini flat (room and parlour) for rent,"Peninsula Garden Estate, Back Of Blenco Supermarket, Olokonla, Ajah, Lagos",1200000,1,1,1
240,3 bedroom flat / apartment for rent,"Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2000000,3,3,4
241,2 bedroom flat / apartment for sale,"The Balconies, Urban Prime Three Phase 2 Estate, Ogombo, Ajah, Lagos",40000000,2,2,3
242,2 bedroom flat / apartment for sale,"The Balconies, Urban Prime Three Phase 2 Estate, Ogombo, Ajah, Lagos",40000000,2,2,3
243,3 bedroom flat / apartment for rent,"Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2000000,3,3,4
244,3 bedroom flat / apartment for rent,"Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2000000,3,3,4
245,3 bedroom flat / apartment for rent,"Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2000000,3,3,4
246,1 bedroom mini flat (room and parlour) for rent,"Hope Ville Estate, Sangotedo, Ajah, Lagos",700000,1,1,1
247,1 bedroom mini flat (room and parlour) for rent,"Hope Ville Estate, Sangotedo, Ajah, Lagos",700000,1,1,1
248,1 bedroom mini flat (room and parlour) for rent,"Hope Ville Estate, Sangotedo, Ajah, Lagos",700000,1,1,1
249,1 bedroom mini flat (room and parlour) for rent,"Hope Ville Estate, Sangotedo, Ajah, Lagos",700000,1,1,1
250,1 bedroom mini flat (room and parlour) for rent,"Hope Ville Estate, Sangotedo, Ajah, Lagos",700000,1,1,1
251,1 bedroom mini flat (room and parlour) for rent,"Hope Ville Estate, Sangotedo, Ajah, Lagos",700000,1,1,1
252,3 bedroom flat / apartment for rent,"Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2000000,3,3,4
253,3 bedroom flat / apartment for rent,"Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2000000,3,3,4
254,2 bedroom flat / apartment for sale,"The Balconies, Urban Prime Three Phase 2 Estate, Ogombo, Ajah, Lagos",40000000,2,2,3
255,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
256,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
257,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
258,Self contain (single rooms) for rent,"Black Gate Busstop, Badore, Ajah, Lagos",600000,No Info,No Info,No Info
259,Self contain (single rooms) for rent,"Black Gate Busstop, Badore, Ajah, Lagos",600000,No Info,No Info,No Info
260,Self contain (single rooms) for rent,"Black Gate Busstop, Badore, Ajah, Lagos",600000,No Info,No Info,No Info
261,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
262,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
263,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
264,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
265,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
266,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
267,Self contain (single rooms) for rent,"Value County, Ajah, Lagos",600000,No Info,No Info,No Info
268,Self contain (single rooms) for rent,"Value County, Ajah, Lagos",600000,No Info,No Info,No Info
269,Self contain (single rooms) for rent,"Value County, Ajah, Lagos",600000,No Info,No Info,No Info
270,2 bedroom flat / apartment for sale,"The Balconies, Urban Prime Three Phase 2 Estate, Ogombo, Ajah, Lagos",40000000,2,2,3
271,2 bedroom flat / apartment for sale,"The Balconies, Urban Prime Three Phase 2 Estate, Ogombo, Ajah, Lagos",40000000,2,2,3
272,3 bedroom flat / apartment for rent,"Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2000000,3,3,4
273,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
274,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
275,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
276,3 bedroom flat / apartment for rent,"Beside Lagos Business School, Olokonla, Ajah, Lagos",1500000,3,3,4
277,3 bedroom flat / apartment for rent,"Beside Lagos Business School, Olokonla, Ajah, Lagos",1500000,3,3,4
278,3 bedroom flat / apartment for rent,"Beside Lagos Business School, Olokonla, Ajah, Lagos",1500000,3,3,4
279,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
280,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
281,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
282,1 bedroom mini flat (room and parlour) for rent,"Olokonla, Dkk, Ajah, Lagos",750000,1,1,2
283,1 bedroom mini flat (room and parlour) for rent,"Olokonla, Dkk, Ajah, Lagos",750000,1,1,2
284,1 bedroom mini flat (room and parlour) for rent,"Olokonla, Dkk, Ajah, Lagos",750000,1,1,2
285,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
286,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
287,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
288,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
289,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
290,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
291,Self contain (single rooms) for rent,"Thomas Estate, Ajiwe, Ajah, Lagos",500000,No Info,No Info,No Info
292,Self contain (single rooms) for rent,"Thomas Estate, Ajiwe, Ajah, Lagos",500000,No Info,No Info,No Info
293,Self contain (single rooms) for rent,"Thomas Estate, Ajiwe, Ajah, Lagos",500000,No Info,No Info,No Info
294,1 bedroom mini flat (room and parlour) for rent,"Peninsula Garden Estate, Back Of Blenco Supermarket, Olokonla, Ajah, Lagos",1200000,1,1,1
295,1 bedroom mini flat (room and parlour) for rent,"Peninsula Garden Estate, Back Of Blenco Supermarket, Olokonla, Ajah, Lagos",1200000,1,1,1
296,1 bedroom mini flat (room and parlour) for rent,"Peninsula Garden Estate, Back Of Blenco Supermarket, Olokonla, Ajah, Lagos",1200000,1,1,1
297,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
298,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
299,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
300,1 bedroom mini flat (room and parlour) short let,"Badore, Ajah, Lagos",25000,1,1,1
301,1 bedroom mini flat (room and parlour) short let,"Badore, Ajah, Lagos",25000,1,1,1
302,1 bedroom mini flat (room and parlour) short let,"Badore, Ajah, Lagos",25000,1,1,1
303,Self contain (single rooms) for rent,"Ado, Ajah, Lagos",450000,No Info,No Info,No Info
304,Self contain (single rooms) for rent,"Ado, Ajah, Lagos",450000,No Info,No Info,No Info
305,Self contain (single rooms) for rent,"Ado, Ajah, Lagos",450000,No Info,No Info,No Info
306,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
307,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
308,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
309,3 bedroom flat / apartment for rent,"Seaside Estate, Badore, Ajah, Lagos",1200000,3,3,4
310,3 bedroom flat / apartment for rent,"Seaside Estate, Badore, Ajah, Lagos",1200000,3,3,4
311,3 bedroom flat / apartment for rent,"Seaside Estate, Badore, Ajah, Lagos",1200000,3,3,4
312,3 bedroom flat / apartment for rent,"Seaside Estate, Badore, Ajah, Lagos",1200000,3,3,4
313,3 bedroom flat / apartment for rent,"Seaside Estate, Badore, Ajah, Lagos",1200000,3,3,4
314,3 bedroom flat / apartment for rent,"Seaside Estate, Badore, Ajah, Lagos",1200000,3,3,4
315,3 bedroom flat / apartment for rent,"Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2000000,3,3,4
316,2 bedroom flat / apartment for sale,"The Balconies, Urban Prime Three Phase 2 Estate, Ogombo, Ajah, Lagos",40000000,2,2,3
317,2 bedroom flat / apartment for sale,"The Balconies, Urban Prime Three Phase 2 Estate, Ogombo, Ajah, Lagos",40000000,2,2,3
318,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
319,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
320,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
321,3 bedroom flat / apartment for rent,"Seaside Estate, Badore, Ajah, Lagos",1200000,3,3,4
322,3 bedroom flat / apartment for rent,"Seaside Estate, Badore, Ajah, Lagos",1200000,3,3,4
323,3 bedroom flat / apartment for rent,"Seaside Estate, Badore, Ajah, Lagos",1200000,3,3,4
324,Self contain (single rooms) for rent,"Mobil Road, Ilaje, Ajah, Lagos",600000,No Info,No Info,No Info
325,Self contain (single rooms) for rent,"Mobil Road, Ilaje, Ajah, Lagos",600000,No Info,No Info,No Info
326,Self contain (single rooms) for rent,"Mobil Road, Ilaje, Ajah, Lagos",600000,No Info,No Info,No Info
327,1 bedroom mini flat (room and parlour) for rent,"Ado, Ajah, Lagos",800000,1,1,2
328,1 bedroom mini flat (room and parlour) for rent,"Ado, Ajah, Lagos",800000,1,1,2
329,1 bedroom mini flat (room and parlour) for rent,"Ado, Ajah, Lagos",800000,1,1,2
330,3 bedroom flat / apartment for rent,"Seaside Estate, Badore, Ajah, Lagos",1200000,3,3,4
331,3 bedroom flat / apartment for rent,"Seaside Estate, Badore, Ajah, Lagos",1200000,3,3,4
332,3 bedroom flat / apartment for rent,"Seaside Estate, Badore, Ajah, Lagos",1200000,3,3,4
333,1 bedroom mini flat (room and parlour) for rent,"Hope Ville Estate, Sangotedo, Ajah, Lagos",700000,1,1,1
334,1 bedroom mini flat (room and parlour) for rent,"Hope Ville Estate, Sangotedo, Ajah, Lagos",700000,1,1,1
335,1 bedroom mini flat (room and parlour) for rent,"Hope Ville Estate, Sangotedo, Ajah, Lagos",700000,1,1,1
336,1 bedroom mini flat (room and parlour) short let,"Badore, Ajah, Lagos",25000,1,1,1
337,1 bedroom mini flat (room and parlour) short let,"Badore, Ajah, Lagos",25000,1,1,1
338,1 bedroom mini flat (room and parlour) short let,"Badore, Ajah, Lagos",25000,1,1,1
339,1 bedroom mini flat (room and parlour) for rent,"Ado, Ajah, Lagos",800000,1,1,2
340,1 bedroom mini flat (room and parlour) for rent,"Ado, Ajah, Lagos",800000,1,1,2
341,1 bedroom mini flat (room and parlour) for rent,"Ado, Ajah, Lagos",800000,1,1,2
342,1 bedroom mini flat (room and parlour) short let,"Badore, Ajah, Lagos",25000,1,1,1
343,1 bedroom mini flat (room and parlour) short let,"Badore, Ajah, Lagos",25000,1,1,1
344,1 bedroom mini flat (room and parlour) short let,"Badore, Ajah, Lagos",25000,1,1,1
345,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
346,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
347,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
348,Self contain (single rooms) for rent,"Value County, Ajah, Lagos",600000,No Info,No Info,No Info
349,Self contain (single rooms) for rent,"Value County, Ajah, Lagos",600000,No Info,No Info,No Info
350,Self contain (single rooms) for rent,"Value County, Ajah, Lagos",600000,No Info,No Info,No Info
351,3 bedroom flat / apartment for rent,"Beside Lagos Business School, Olokonla, Ajah, Lagos",1500000,3,3,4
352,3 bedroom flat / apartment for rent,"Beside Lagos Business School, Olokonla, Ajah, Lagos",1500000,3,3,4
353,3 bedroom flat / apartment for rent,"Beside Lagos Business School, Olokonla, Ajah, Lagos",1500000,No Info,No Info,No Info
354,3 bedroom flat / apartment for rent,"Beside Lagos Business School, Olokonla, Ajah, Lagos",1500000,3,3,4
355,3 bedroom flat / apartment for rent,"Beside Lagos Business School, Olokonla, Ajah, Lagos",1500000,3,3,4
356,3 bedroom flat / apartment for rent,"Beside Lagos Business School, Olokonla, Ajah, Lagos",1500000,3,3,4
357,3 bedroom flat / apartment for rent,"Beside Lagos Business School, Olokonla, Ajah, Lagos",1500000,No Info,No Info,No Info
358,3 bedroom flat / apartment for rent,"Beside Lagos Business School, Olokonla, Ajah, Lagos",1500000,3,3,4
359,1 bedroom mini flat (room and parlour) for rent,"Hope Ville Estate, Sangotedo, Ajah, Lagos",700000,1,1,1
360,1 bedroom mini flat (room and parlour) for rent,"Hope Ville Estate, Sangotedo, Ajah, Lagos",700000,1,1,1
361,1 bedroom mini flat (room and parlour) for rent,"Hope Ville Estate, Sangotedo, Ajah, Lagos",700000,1,1,1
362,3 bedroom flat / apartment for rent,"Seaside Estate, Badore, Ajah, Lagos",1200000,3,3,4
363,3 bedroom flat / apartment for rent,"Seaside Estate, Badore, Ajah, Lagos",1200000,3,3,4
364,3 bedroom flat / apartment for rent,"Seaside Estate, Badore, Ajah, Lagos",1200000,3,3,4
365,3 bedroom flat / apartment for rent,"Beside Lagos Business School, Olokonla, Ajah, Lagos",1500000,3,3,4
366,3 bedroom flat / apartment for rent,"Beside Lagos Business School, Olokonla, Ajah, Lagos",1500000,3,3,4
367,3 bedroom flat / apartment for rent,"Beside Lagos Business School, Olokonla, Ajah, Lagos",1500000,3,3,4
368,2 bedroom flat / apartment for sale,"The Balconies, Urban Prime Three Phase 2 Estate, Ogombo, Ajah, Lagos",40000000,2,2,3
369,2 bedroom flat / apartment for sale,"The Balconies, Urban Prime Three Phase 2 Estate, Ogombo, Ajah, Lagos",40000000,2,2,3
370,2 bedroom flat / apartment for sale,"The Balconies, Urban Prime Three Phase 2 Estate, Ogombo, Ajah, Lagos",40000000,2,2,3
371,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
372,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
373,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
374,1 bedroom mini flat (room and parlour) for rent,"Hope Ville Estate, Sangotedo, Ajah, Lagos",700000,1,1,1
375,1 bedroom mini flat (room and parlour) for rent,"Hope Ville Estate, Sangotedo, Ajah, Lagos",700000,1,1,1
376,1 bedroom mini flat (room and parlour) for rent,"Hope Ville Estate, Sangotedo, Ajah, Lagos",700000,1,1,1
377,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
378,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
379,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
380,3 bedroom flat / apartment for rent,"Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2000000,3,3,4
381,2 bedroom flat / apartment for sale,"The Balconies, Urban Prime Three Phase 2 Estate, Ogombo, Ajah, Lagos",40000000,2,2,3
382,3 bedroom flat / apartment for rent,"Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2000000,3,3,4
383,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
384,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
385,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
386,1 bedroom mini flat (room and parlour) for rent,"Hope Ville Estate, Sangotedo, Ajah, Lagos",700000,1,1,1
387,1 bedroom mini flat (room and parlour) for rent,"Hope Ville Estate, Sangotedo, Ajah, Lagos",700000,1,1,1
388,1 bedroom mini flat (room and parlour) for rent,"Hope Ville Estate, Sangotedo, Ajah, Lagos",700000,1,1,1
389,3 bedroom flat / apartment for rent,"Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2000000,3,3,4
390,3 bedroom flat / apartment for rent,"Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2000000,3,3,4
391,2 bedroom flat / apartment for sale,"The Balconies, Urban Prime Three Phase 2 Estate, Ogombo, Ajah, Lagos",40000000,2,2,3
392,2 bedroom flat / apartment for sale,"The Balconies, Urban Prime Three Phase 2 Estate, Ogombo, Ajah, Lagos",40000000,2,2,3
393,2 bedroom flat / apartment for sale,"The Balconies, Urban Prime Three Phase 2 Estate, Ogombo, Ajah, Lagos",40000000,2,2,3
394,2 bedroom flat / apartment for sale,"The Balconies, Urban Prime Three Phase 2 Estate, Ogombo, Ajah, Lagos",40000000,2,2,3
395,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
396,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
397,2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",1500000,2,2,3
398,2 bedroom flat / apartment for sale,"The Balconies, Urban Prime Three Phase 2 Estate, Ogombo, Ajah, Lagos",40000000,2,2,3
399,3 bedroom flat / apartment for rent,"Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2000000,3,3,4
400,2 bedroom flat / apartment for sale,"The Balconies, Urban Prime Three Phase 2 Estate, Ogombo, Ajah, Lagos",40000000,2,2,3
401,Self contain (single rooms) for rent,"Value County, Ajah, Lagos",600000,No Info,No Info,No Info
402,Self contain (single rooms) for rent,"Value County, Ajah, Lagos",600000,No Info,No Info,No Info
403,Self contain (single rooms) for rent,"Value County, Ajah, Lagos",600000,No Info,No Info,No Info
404,2 bedroom flat / apartment for sale,"The Balconies, Urban Prime Three Phase 2 Estate, Ogombo, Ajah, Lagos",40000000,2,2,3
405,2 bedroom flat / apartment for sale,"The Balconies, Urban Prime Three Phase 2 Estate, Ogombo, Ajah, Lagos",40000000,2,2,3
406,3 bedroom flat / apartment for rent,"Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2000000,3,3,4
407,3 bedroom flat / apartment for rent,"Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2000000,3,3,4
408,3 bedroom flat / apartment for rent,"Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2000000,3,3,4
409,2 bedroom flat / apartment for sale,"The Balconies, Urban Prime Three Phase 2 Estate, Ogombo, Ajah, Lagos",40000000,2,2,3
410,2 bedroom flat / apartment for sale,"The Balconies, Urban Prime Three Phase 2 Estate, Ogombo, Ajah, Lagos",40000000,2,2,3
411,2 bedroom flat / apartment for sale,"The Balconies, Urban Prime Three Phase 2 Estate, Ogombo, Ajah, Lagos",40000000,2,2,3
412,2 bedroom flat / apartment for sale,"The Balconies, Urban Prime Three Phase 2 Estate, Ogombo, Ajah, Lagos",40000000,2,2,3
413,2 bedroom flat / apartment for sale,"The Balconies, Urban Prime Three Phase 2 Estate, Ogombo, Ajah, Lagos",40000000,2,2,3
414,2 bedroom flat / apartment for sale,"The Balconies, Urban Prime Three Phase 2 Estate, Ogombo, Ajah, Lagos",40000000,2,2,3
415,2 bedroom flat / apartment for sale,"The Balconies, Urban Prime Three Phase 2 Estate, Ogombo, Ajah, Lagos",40000000,2,2,3
416,Self contain (single rooms) for rent,"Mobil Road, Ilaje, Ajah, Lagos",600000,No Info,No Info,No Info
417,Self contain (single rooms) for rent,"Mobil Road, Ilaje, Ajah, Lagos",600000,No Info,No Info,No Info
418,Self contain (single rooms) for rent,"Mobil Road, Ilaje, Ajah, Lagos",600000,No Info,No Info,No Info
419,3 bedroom flat / apartment for rent,"Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2000000,3,3,4
420,3 bedroom flat / apartment for rent,"Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2000000,3,3,4
421,3 bedroom flat / apartment for rent,"Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2000000,3,3,4
422,3 bedroom flat / apartment for rent,"Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2000000,3,3,4
423,2 bedroom flat / apartment for sale,"The Balconies, Urban Prime Three Phase 2 Estate, Ogombo, Ajah, Lagos",40000000,2,2,3
424,2 bedroom flat / apartment for sale,"The Balconies, Urban Prime Three Phase 2 Estate, Ogombo, Ajah, Lagos",40000000,2,2,3
425,2 bedroom flat / apartment for sale,"The Balconies, Urban Prime Three Phase 2 Estate, Ogombo, Ajah, Lagos",40000000,2,2,3
426,3 bedroom flat / apartment for rent,"Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2000000,3,3,4
427,2 bedroom flat / apartment for sale,"The Balconies, Urban Prime Three Phase 2 Estate, Ogombo, Ajah, Lagos",40000000,2,2,3
428,2 bedroom flat / apartment for sale,"The Balconies, Urban Prime Three Phase 2 Estate, Ogombo, Ajah, Lagos",40000000,2,2,3
429,3 bedroom flat / apartment for rent,"Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2000000,3,3,4
430,2 bedroom flat / apartment for sale,"The Balconies, Urban Prime Three Phase 2 Estate, Ogombo, Ajah, Lagos",40000000,2,2,3
431,3 bedroom flat / apartment for rent,"Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2000000,3,3,4
432,3 bedroom flat / apartment for rent,"Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2000000,3,3,4
433,2 bedroom flat / apartment for sale,"The Balconies, Urban Prime Three Phase 2 Estate, Ogombo, Ajah, Lagos",40000000,2,2,3
434,3 bedroom flat / apartment for rent,"Lekki Scheme 2, Abraham Adesanya Area, Ajiwe, Ajah, Lagos",2800000,3,1,4
