,Type,Location,Price,Bedroom,Bathrooms,Toilet
264,Self contain (single rooms) for rent,"Agidingbi, Ikeja, Lagos",1800000,No Info,No Info,No Info
265,4 bedroom flat / apartment for sale,"Ikeja GRA, Ikeja, Lagos",300000000,4,5,5
266,4 bedroom flat / apartment for sale,"Ikeja GRA, Ikeja, Lagos",300000000,4,5,5
267,4 bedroom flat / apartment for sale,"Ikeja GRA, Ikeja, Lagos",300000000,4,5,5
268,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
269,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
270,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
271,2 bedroom flat / apartment for rent,"Aguda, Ogba, Ikeja, Lagos",1500000,2,2,3
272,2 bedroom flat / apartment for rent,"Aguda, Ogba, Ikeja, Lagos",1500000,2,2,3
273,2 bedroom flat / apartment for rent,"Aguda, Ogba, Ikeja, Lagos",1500000,2,2,3
274,Self contain (single rooms) short let,"1, Oremeta Street, Oregun, Ikeja, Lagos",35000,No Info,No Info,No Info
275,Self contain (single rooms) short let,"1, Oremeta Street, Oregun, Ikeja, Lagos",35000,No Info,No Info,No Info
276,Self contain (single rooms) short let,"1, Oremeta Street, Oregun, Ikeja, Lagos",35000,No Info,No Info,No Info
277,5 bedroom flat / apartment for rent,"Omole Phase 2, Ikeja, Lagos",12000000,5,5,6
278,5 bedroom flat / apartment for rent,"Omole Phase 2, Ikeja, Lagos",12000000,5,5,6
279,5 bedroom flat / apartment for rent,"Omole Phase 2, Ikeja, Lagos",12000000,5,5,6
280,1 bedroom mini flat (room and parlour) for rent,"Bamishile Estate, Allen, Ikeja, Lagos",1500000,1,2,2
281,1 bedroom mini flat (room and parlour) for rent,"Bamishile Estate, Allen, Ikeja, Lagos",1500000,1,2,2
282,1 bedroom mini flat (room and parlour) for rent,"Bamishile Estate, Allen, Ikeja, Lagos",1500000,1,2,2
283,1 bedroom mini flat (room and parlour) for rent,"Alausa, Ikeja, Lagos",1200000,1,1,2
284,1 bedroom mini flat (room and parlour) for rent,"Alausa, Ikeja, Lagos",1200000,1,1,2
285,1 bedroom mini flat (room and parlour) for rent,"Alausa, Ikeja, Lagos",1200000,1,1,2
286,4 bedroom flat / apartment for sale,"Ikeja GRA, Ikeja, Lagos",300000000,4,5,5
287,4 bedroom flat / apartment for sale,"Ikeja GRA, Ikeja, Lagos",300000000,4,5,5
288,4 bedroom flat / apartment for sale,"Ikeja GRA, Ikeja, Lagos",300000000,4,5,5
289,1 bedroom mini flat (room and parlour) short let,"Adeyemo Akapo, Omole Phase 1, Ikeja, Lagos",40000,1,1,1
290,1 bedroom mini flat (room and parlour) short let,"Adeyemo Akapo, Omole Phase 1, Ikeja, Lagos",40000,1,1,1
291,1 bedroom mini flat (room and parlour) short let,"Adeyemo Akapo, Omole Phase 1, Ikeja, Lagos",40000,1,1,1
292,2 bedroom flat / apartment for rent,"Aguda, Ogba, Ikeja, Lagos",1500000,2,2,3
293,2 bedroom flat / apartment for rent,"Aguda, Ogba, Ikeja, Lagos",1500000,2,2,3
294,2 bedroom flat / apartment for rent,"Aguda, Ogba, Ikeja, Lagos",1500000,2,2,3
295,1 bedroom mini flat (room and parlour) short let,"Adeyemo Akapo, Omole Phase 1, Ikeja, Lagos",40000,1,1,1
296,1 bedroom mini flat (room and parlour) short let,"Adeyemo Akapo, Omole Phase 1, Ikeja, Lagos",40000,1,1,1
297,1 bedroom mini flat (room and parlour) short let,"Adeyemo Akapo, Omole Phase 1, Ikeja, Lagos",40000,1,1,1
298,2 bedroom flat / apartment for rent,"Aguda, Ogba, Ikeja, Lagos",1500000,2,2,3
299,2 bedroom flat / apartment for rent,"Aguda, Ogba, Ikeja, Lagos",1500000,2,2,3
300,2 bedroom flat / apartment for rent,"Aguda, Ogba, Ikeja, Lagos",1500000,2,2,3
301,2 bedroom flat / apartment for rent,"Aguda, Ogba, Ikeja, Lagos",1500000,2,2,3
302,2 bedroom flat / apartment for rent,"Aguda, Ogba, Ikeja, Lagos",1500000,2,2,3
303,2 bedroom flat / apartment for rent,"Aguda, Ogba, Ikeja, Lagos",1500000,2,2,3
304,1 bedroom mini flat (room and parlour) for rent,"Alausa, Ikeja, Lagos",1200000,1,1,2
305,1 bedroom mini flat (room and parlour) for rent,"Alausa, Ikeja, Lagos",1200000,1,1,2
306,1 bedroom mini flat (room and parlour) for rent,"Alausa, Ikeja, Lagos",1200000,1,1,2
307,4 bedroom flat / apartment for sale,"Ikeja GRA, Ikeja, Lagos",300000000,4,5,5
308,4 bedroom flat / apartment for sale,"Ikeja GRA, Ikeja, Lagos",300000000,4,5,5
309,4 bedroom flat / apartment for sale,"Ikeja GRA, Ikeja, Lagos",300000000,4,5,5
310,2 bedroom flat / apartment short let,"Opebi, Ikeja, Lagos",90000,2,2,2
311,2 bedroom flat / apartment short let,"Opebi, Ikeja, Lagos",90000,2,2,2
312,2 bedroom flat / apartment short let,"Opebi, Ikeja, Lagos",90000,2,2,2
313,4 bedroom flat / apartment for sale,"Ikeja GRA, Ikeja, Lagos",300000000,4,5,5
314,4 bedroom flat / apartment for sale,"Ikeja GRA, Ikeja, Lagos",300000000,4,5,5
315,4 bedroom flat / apartment for sale,"Ikeja GRA, Ikeja, Lagos",300000000,4,5,5
316,1 bedroom mini flat (room and parlour) for rent,"Alausa, Ikeja, Lagos",1200000,1,1,2
317,1 bedroom mini flat (room and parlour) for rent,"Alausa, Ikeja, Lagos",1200000,1,1,2
318,1 bedroom mini flat (room and parlour) for rent,"Alausa, Ikeja, Lagos",1200000,1,1,2
319,2 bedroom flat / apartment for rent,"Aguda, Ogba, Ikeja, Lagos",1500000,2,2,3
320,2 bedroom flat / apartment for rent,"Aguda, Ogba, Ikeja, Lagos",1500000,2,2,3
321,2 bedroom flat / apartment for rent,"Aguda, Ogba, Ikeja, Lagos",1500000,2,2,3
322,1 bedroom mini flat (room and parlour) for rent,"Bamishile Estate, Allen, Ikeja, Lagos",1500000,1,2,2
323,1 bedroom mini flat (room and parlour) for rent,"Bamishile Estate, Allen, Ikeja, Lagos",1500000,1,2,2
324,1 bedroom mini flat (room and parlour) for rent,"Bamishile Estate, Allen, Ikeja, Lagos",1500000,1,2,2
325,1 bedroom mini flat (room and parlour) short let,"Adeyemo Akapo, Omole Phase 1, Ikeja, Lagos",40000,1,1,1
326,1 bedroom mini flat (room and parlour) short let,"Adeyemo Akapo, Omole Phase 1, Ikeja, Lagos",40000,1,1,1
327,1 bedroom mini flat (room and parlour) short let,"Adeyemo Akapo, Omole Phase 1, Ikeja, Lagos",40000,1,1,1
328,1 bedroom mini flat (room and parlour) short let,"Adeyemo Akapo, Omole Phase 1, Ikeja, Lagos",40000,1,1,1
329,1 bedroom mini flat (room and parlour) short let,"Adeyemo Akapo, Omole Phase 1, Ikeja, Lagos",40000,1,1,1
330,1 bedroom mini flat (room and parlour) short let,"Adeyemo Akapo, Omole Phase 1, Ikeja, Lagos",40000,1,1,1
331,2 bedroom flat / apartment short let,"Opebi, Ikeja, Lagos",90000,2,2,2
332,2 bedroom flat / apartment short let,"Opebi, Ikeja, Lagos",90000,2,2,2
333,2 bedroom flat / apartment short let,"Opebi, Ikeja, Lagos",90000,2,2,2
334,3 bedroom flat / apartment for sale,"Merit Estate, Adeniyi Jones, Ikeja, Lagos",180000000,3,3,4
335,3 bedroom flat / apartment for sale,"Merit Estate, Adeniyi Jones, Ikeja, Lagos",180000000,3,3,4
336,3 bedroom flat / apartment for sale,"Merit Estate, Adeniyi Jones, Ikeja, Lagos",180000000,3,3,4
337,Self contain (single rooms) for rent,"Oke Ira, Ogba, Ikeja, Lagos",35000,No Info,No Info,No Info
338,Self contain (single rooms) for rent,"Oke Ira, Ogba, Ikeja, Lagos",35000,No Info,No Info,No Info
339,Self contain (single rooms) for rent,"Oke Ira, Ogba, Ikeja, Lagos",35000,No Info,No Info,No Info
340,2 bedroom flat / apartment short let,"Opebi, Ikeja, Lagos",90000,2,2,2
341,2 bedroom flat / apartment short let,"Opebi, Ikeja, Lagos",90000,2,2,2
342,2 bedroom flat / apartment short let,"Opebi, Ikeja, Lagos",90000,2,2,2
343,2 bedroom flat / apartment short let,"Opebi, Ikeja, Lagos",90000,2,2,2
344,2 bedroom flat / apartment short let,"Opebi, Ikeja, Lagos",90000,2,2,2
345,2 bedroom flat / apartment short let,"Opebi, Ikeja, Lagos",90000,2,2,2
346,4 bedroom flat / apartment for sale,"Ikeja GRA, Ikeja, Lagos",300000000,4,5,5
347,4 bedroom flat / apartment for sale,"Ikeja GRA, Ikeja, Lagos",300000000,4,5,5
348,4 bedroom flat / apartment for sale,"Ikeja GRA, Ikeja, Lagos",300000000,4,5,5
349,4 bedroom flat / apartment for sale,"Ikeja GRA, Ikeja, Lagos",300000000,4,5,5
350,4 bedroom flat / apartment for sale,"Ikeja GRA, Ikeja, Lagos",300000000,4,5,5
351,4 bedroom flat / apartment for sale,"Ikeja GRA, Ikeja, Lagos",300000000,No Info,No Info,No Info
352,4 bedroom flat / apartment for sale,"Ikeja GRA, Ikeja, Lagos",300000000,4,5,5
353,1 bedroom mini flat (room and parlour) short let,"Oremeta, Oregun, Ikeja, Lagos",45000,1,1,2
354,1 bedroom mini flat (room and parlour) short let,"Oremeta, Oregun, Ikeja, Lagos",45000,1,1,2
355,1 bedroom mini flat (room and parlour) short let,"Oremeta, Oregun, Ikeja, Lagos",45000,1,1,2
356,2 bedroom flat / apartment short let,"Wemco Road, By Domino Pizza, Agidingbi, Ikeja, Lagos",50000,2,2,3
357,2 bedroom flat / apartment short let,"Wemco Road, By Domino Pizza, Agidingbi, Ikeja, Lagos",50000,2,2,3
358,2 bedroom flat / apartment short let,"Wemco Road, By Domino Pizza, Agidingbi, Ikeja, Lagos",50000,2,2,3
359,5 bedroom flat / apartment for rent,"Omole Phase 2, Ikeja, Lagos",12000000,5,5,6
360,5 bedroom flat / apartment for rent,"Omole Phase 2, Ikeja, Lagos",12000000,5,5,6
361,5 bedroom flat / apartment for rent,"Omole Phase 2, Ikeja, Lagos",12000000,5,5,6
362,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
363,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
364,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
365,4 bedroom flat / apartment for sale,"Ikeja GRA, Ikeja, Lagos",300000000,4,5,5
366,4 bedroom flat / apartment for sale,"Ikeja GRA, Ikeja, Lagos",300000000,4,5,5
367,4 bedroom flat / apartment for sale,"Ikeja GRA, Ikeja, Lagos",300000000,4,5,5
368,4 bedroom flat / apartment for sale,"Ikeja GRA, Ikeja, Lagos",300000000,4,5,5
369,4 bedroom flat / apartment for sale,"Ikeja GRA, Ikeja, Lagos",300000000,4,5,5
370,4 bedroom flat / apartment for sale,"Ikeja GRA, Ikeja, Lagos",300000000,4,5,5
371,1 bedroom mini flat (room and parlour) for rent,"Bamishile Estate, Allen, Ikeja, Lagos",1500000,1,2,2
372,1 bedroom mini flat (room and parlour) for rent,"Bamishile Estate, Allen, Ikeja, Lagos",1500000,1,2,2
373,1 bedroom mini flat (room and parlour) for rent,"Bamishile Estate, Allen, Ikeja, Lagos",1500000,1,2,2
374,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
375,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
376,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
377,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
378,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
379,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
380,1 bedroom mini flat (room and parlour) short let,"Adeyemo Akapo, Omole Phase 1, Ikeja, Lagos",40000,1,1,1
381,1 bedroom mini flat (room and parlour) short let,"Adeyemo Akapo, Omole Phase 1, Ikeja, Lagos",40000,1,1,1
382,1 bedroom mini flat (room and parlour) short let,"Adeyemo Akapo, Omole Phase 1, Ikeja, Lagos",40000,1,1,1
383,4 bedroom flat / apartment for sale,"Ikeja GRA, Ikeja, Lagos",300000000,4,5,5
384,4 bedroom flat / apartment for sale,"Ikeja GRA, Ikeja, Lagos",300000000,4,5,5
385,4 bedroom flat / apartment for sale,"Ikeja GRA, Ikeja, Lagos",300000000,4,5,5
386,1 bedroom mini flat (room and parlour) short let,"Ikeja GRA, Ikeja, Lagos",60000,1,1,1
387,1 bedroom mini flat (room and parlour) short let,"Ikeja GRA, Ikeja, Lagos",60000,1,1,1
388,1 bedroom mini flat (room and parlour) short let,"Ikeja GRA, Ikeja, Lagos",60000,1,1,1
389,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
390,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
391,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
392,5 bedroom flat / apartment for rent,"Omole Phase 2, Ikeja, Lagos",12000000,5,5,6
393,5 bedroom flat / apartment for rent,"Omole Phase 2, Ikeja, Lagos",12000000,5,5,6
394,5 bedroom flat / apartment for rent,"Omole Phase 2, Ikeja, Lagos",12000000,5,5,6
395,4 bedroom flat / apartment for sale,"Ikeja GRA, Ikeja, Lagos",300000000,4,5,5
396,4 bedroom flat / apartment for sale,"Ikeja GRA, Ikeja, Lagos",300000000,4,5,5
397,4 bedroom flat / apartment for sale,"Ikeja GRA, Ikeja, Lagos",300000000,4,5,5
398,2 bedroom flat / apartment for rent,"Aguda, Ogba, Ikeja, Lagos",1500000,2,2,3
399,2 bedroom flat / apartment for rent,"Aguda, Ogba, Ikeja, Lagos",1500000,2,2,3
400,2 bedroom flat / apartment for rent,"Aguda, Ogba, Ikeja, Lagos",1500000,2,2,3
401,1 bedroom mini flat (room and parlour) short let,"Adeyemo Akapo, Omole Phase 1, Ikeja, Lagos",40000,1,1,1
402,1 bedroom mini flat (room and parlour) short let,"Adeyemo Akapo, Omole Phase 1, Ikeja, Lagos",40000,1,1,1
403,1 bedroom mini flat (room and parlour) short let,"Adeyemo Akapo, Omole Phase 1, Ikeja, Lagos",40000,1,1,1
404,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
405,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
406,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
407,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
408,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
409,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
410,5 bedroom flat / apartment for rent,"Omole Phase 2, Ikeja, Lagos",12000000,5,5,6
411,5 bedroom flat / apartment for rent,"Omole Phase 2, Ikeja, Lagos",12000000,5,5,6
412,5 bedroom flat / apartment for rent,"Omole Phase 2, Ikeja, Lagos",12000000,5,5,6
413,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
414,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
415,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
416,1 bedroom mini flat (room and parlour) for sale,"Omole Phase 2, Ikeja, Lagos",45000000,1,1,2
417,1 bedroom mini flat (room and parlour) for sale,"Omole Phase 2, Ikeja, Lagos",45000000,1,1,2
418,1 bedroom mini flat (room and parlour) for sale,"Omole Phase 2, Ikeja, Lagos",45000000,1,1,2
419,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
420,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
421,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
422,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
423,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
424,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
425,1 bedroom mini flat (room and parlour) short let,"Sule Abuka Cresent, Beside Gtb Bank, Opebi, Ikeja, Lagos",46500,1,1,1
426,1 bedroom mini flat (room and parlour) short let,"Sule Abuka Cresent, Beside Gtb Bank, Opebi, Ikeja, Lagos",46500,1,1,1
427,1 bedroom mini flat (room and parlour) short let,"Sule Abuka Cresent, Beside Gtb Bank, Opebi, Ikeja, Lagos",46500,1,1,1
428,2 bedroom flat / apartment for rent,"Aguda, Ogba, Ikeja, Lagos",1500000,2,2,3
429,2 bedroom flat / apartment for rent,"Aguda, Ogba, Ikeja, Lagos",1500000,2,2,3
430,2 bedroom flat / apartment for rent,"Aguda, Ogba, Ikeja, Lagos",1500000,2,2,3
431,2 bedroom flat / apartment for rent,"Aguda, Ogba, Ikeja, Lagos",1500000,2,2,3
432,2 bedroom flat / apartment for rent,"Aguda, Ogba, Ikeja, Lagos",1500000,2,2,3
433,2 bedroom flat / apartment for rent,"Aguda, Ogba, Ikeja, Lagos",1500000,2,2,3
434,3 bedroom flat / apartment for sale,"Merit Estate, Adeniyi Jones, Ikeja, Lagos",180000000,3,3,4
435,3 bedroom flat / apartment for sale,"Merit Estate, Adeniyi Jones, Ikeja, Lagos",180000000,3,3,4
436,3 bedroom flat / apartment for sale,"Merit Estate, Adeniyi Jones, Ikeja, Lagos",180000000,3,3,4
437,1 bedroom mini flat (room and parlour) short let,"Adeyemo Akapo, Omole Phase 1, Ikeja, Lagos",40000,1,1,1
438,1 bedroom mini flat (room and parlour) short let,"Adeyemo Akapo, Omole Phase 1, Ikeja, Lagos",40000,1,1,1
439,1 bedroom mini flat (room and parlour) short let,"Adeyemo Akapo, Omole Phase 1, Ikeja, Lagos",40000,1,1,1
440,2 bedroom flat / apartment short let,"Opebi, Ikeja, Lagos",90000,2,2,2
441,2 bedroom flat / apartment short let,"Opebi, Ikeja, Lagos",90000,2,2,2
442,2 bedroom flat / apartment short let,"Opebi, Ikeja, Lagos",90000,2,2,2
443,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
444,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
445,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
446,2 bedroom flat / apartment for rent,"Aguda, Ogba, Ikeja, Lagos",1500000,2,2,3
447,2 bedroom flat / apartment for rent,"Aguda, Ogba, Ikeja, Lagos",1500000,2,2,3
448,2 bedroom flat / apartment for rent,"Aguda, Ogba, Ikeja, Lagos",1500000,2,2,3
449,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
450,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
451,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
452,1 bedroom mini flat (room and parlour) short let,"Adeyemo Akapo, Omole Phase 1, Ikeja, Lagos",40000,1,1,1
453,1 bedroom mini flat (room and parlour) short let,"Adeyemo Akapo, Omole Phase 1, Ikeja, Lagos",40000,1,1,1
454,1 bedroom mini flat (room and parlour) short let,"Adeyemo Akapo, Omole Phase 1, Ikeja, Lagos",40000,1,1,1
455,1 bedroom mini flat (room and parlour) short let,"Sule Abuka Cresent, Beside Gtb Bank, Opebi, Ikeja, Lagos",46500,1,1,1
456,1 bedroom mini flat (room and parlour) short let,"Sule Abuka Cresent, Beside Gtb Bank, Opebi, Ikeja, Lagos",46500,1,1,1
457,1 bedroom mini flat (room and parlour) short let,"Sule Abuka Cresent, Beside Gtb Bank, Opebi, Ikeja, Lagos",46500,1,1,1
458,3 bedroom flat / apartment for sale,"Merit Estate, Adeniyi Jones, Ikeja, Lagos",180000000,3,3,4
459,3 bedroom flat / apartment for sale,"Merit Estate, Adeniyi Jones, Ikeja, Lagos",180000000,3,3,4
460,3 bedroom flat / apartment for sale,"Merit Estate, Adeniyi Jones, Ikeja, Lagos",180000000,3,3,4
461,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
462,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
463,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
464,4 bedroom flat / apartment for sale,"Ikeja GRA, Ikeja, Lagos",300000000,4,5,5
465,4 bedroom flat / apartment for sale,"Ikeja GRA, Ikeja, Lagos",300000000,4,5,5
466,4 bedroom flat / apartment for sale,"Ikeja GRA, Ikeja, Lagos",300000000,4,5,5
467,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
468,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
469,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
470,Self contain (single rooms) short let,"Sule Abuka, Beside Gtb, Opebi, Ikeja, Lagos",30000,No Info,No Info,No Info
471,Self contain (single rooms) short let,"Sule Abuka, Beside Gtb, Opebi, Ikeja, Lagos",30000,No Info,No Info,No Info
472,Self contain (single rooms) short let,"Sule Abuka, Beside Gtb, Opebi, Ikeja, Lagos",30000,No Info,No Info,No Info
473,4 bedroom flat / apartment for sale,"Ikeja GRA, Ikeja, Lagos",300000000,4,5,5
474,4 bedroom flat / apartment for sale,"Ikeja GRA, Ikeja, Lagos",300000000,4,5,5
475,4 bedroom flat / apartment for sale,"Ikeja GRA, Ikeja, Lagos",300000000,4,5,5
476,1 bedroom mini flat (room and parlour) for rent,"Adeniyi Jones, Ikeja, Lagos",1600000,1,1,1
477,1 bedroom mini flat (room and parlour) for rent,"Adeniyi Jones, Ikeja, Lagos",1600000,1,1,1
478,1 bedroom mini flat (room and parlour) for rent,"Adeniyi Jones, Ikeja, Lagos",1600000,1,1,1
479,4 bedroom flat / apartment for sale,"Ikeja GRA, Ikeja, Lagos",300000000,4,5,5
480,4 bedroom flat / apartment for sale,"Ikeja GRA, Ikeja, Lagos",300000000,4,5,5
481,4 bedroom flat / apartment for sale,"Ikeja GRA, Ikeja, Lagos",300000000,4,5,5
482,4 bedroom flat / apartment for sale,"Ikeja GRA, Ikeja, Lagos",300000000,4,5,5
483,4 bedroom flat / apartment for sale,"Ikeja GRA, Ikeja, Lagos",300000000,4,5,5
484,4 bedroom flat / apartment for sale,"Ikeja GRA, Ikeja, Lagos",300000000,4,5,5
485,2 bedroom flat / apartment short let,"Opebi, Ikeja, Lagos",90000,2,2,2
486,2 bedroom flat / apartment short let,"Opebi, Ikeja, Lagos",90000,2,2,2
487,2 bedroom flat / apartment short let,"Opebi, Ikeja, Lagos",90000,2,2,2
488,2 bedroom flat / apartment for rent,"Aguda, Ogba, Ikeja, Lagos",1500000,2,2,3
489,2 bedroom flat / apartment for rent,"Aguda, Ogba, Ikeja, Lagos",1500000,2,2,3
490,2 bedroom flat / apartment for rent,"Aguda, Ogba, Ikeja, Lagos",1500000,2,2,3
491,2 bedroom flat / apartment short let,"Opebi, Ikeja, Lagos",90000,2,2,2
492,2 bedroom flat / apartment short let,"Opebi, Ikeja, Lagos",90000,2,2,2
493,2 bedroom flat / apartment short let,"Opebi, Ikeja, Lagos",90000,2,2,2
494,1 bedroom mini flat (room and parlour) short let,"Adeyemo Akapo, Omole Phase 1, Ikeja, Lagos",40000,1,1,1
495,1 bedroom mini flat (room and parlour) short let,"Adeyemo Akapo, Omole Phase 1, Ikeja, Lagos",40000,1,1,1
496,1 bedroom mini flat (room and parlour) short let,"Adeyemo Akapo, Omole Phase 1, Ikeja, Lagos",40000,1,1,1
497,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
498,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
499,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
500,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
501,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
502,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
503,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
504,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
505,1 bedroom mini flat (room and parlour) for rent,"Off College Road, Ogba, Ikeja, Lagos",750000,1,1,2
506,2 bedroom flat / apartment for rent,"Aguda, Ogba, Ikeja, Lagos",1500000,2,2,3
507,2 bedroom flat / apartment for rent,"Aguda, Ogba, Ikeja, Lagos",1500000,2,2,3
508,2 bedroom flat / apartment for rent,"Aguda, Ogba, Ikeja, Lagos",1500000,2,2,3
509,5 bedroom flat / apartment for rent,"Omole Phase 2, Ikeja, Lagos",12000000,5,5,6
510,5 bedroom flat / apartment for rent,"Omole Phase 2, Ikeja, Lagos",12000000,5,5,6
511,5 bedroom flat / apartment for rent,"Omole Phase 2, Ikeja, Lagos",12000000,5,5,6
512,5 bedroom flat / apartment for rent,"Omole Phase 2, Ikeja, Lagos",12000000,5,5,6
513,5 bedroom flat / apartment for rent,"Omole Phase 2, Ikeja, Lagos",12000000,5,5,6
514,5 bedroom flat / apartment for rent,"Omole Phase 2, Ikeja, Lagos",12000000,5,5,6
515,4 bedroom flat / apartment for sale,"Ikeja GRA, Ikeja, Lagos",300000000,4,5,5
516,4 bedroom flat / apartment for sale,"Ikeja GRA, Ikeja, Lagos",300000000,4,5,5
517,4 bedroom flat / apartment for sale,"Ikeja GRA, Ikeja, Lagos",300000000,4,5,5
518,1 bedroom mini flat (room and parlour) short let,"Adeyemo Akapo, Omole Phase 1, Ikeja, Lagos",40000,1,1,1
519,1 bedroom mini flat (room and parlour) short let,"Adeyemo Akapo, Omole Phase 1, Ikeja, Lagos",40000,1,1,1
520,1 bedroom mini flat (room and parlour) short let,"Adeyemo Akapo, Omole Phase 1, Ikeja, Lagos",40000,1,1,1
521,1 bedroom mini flat (room and parlour) short let,"Adeyemo Akapo, Omole Phase 1, Ikeja, Lagos",40000,1,1,1
522,1 bedroom mini flat (room and parlour) short let,"Adeyemo Akapo, Omole Phase 1, Ikeja, Lagos",40000,1,1,1
523,1 bedroom mini flat (room and parlour) short let,"Adeyemo Akapo, Omole Phase 1, Ikeja, Lagos",40000,1,1,1
524,2 bedroom flat / apartment for rent,"Aguda, Ogba, Ikeja, Lagos",1500000,2,2,3
