,Type,Location,Price,Bedroom,Bathrooms,Toilet
156,Self contain (single rooms) for rent,"Alagomeji, Yaba, Lagos",700000,No Info,No Info,No Info
157,Self contain (single rooms) for rent,"Alagomeji, Yaba, Lagos",700000,No Info,No Info,No Info
158,Self contain (single rooms) for rent,"Alagomeji, Yaba, Lagos",700000,No Info,No Info,No Info
159,1 bedroom mini flat (room and parlour) for rent,"Iwaya, Yaba, Lagos",1000000,1,1,1
160,1 bedroom mini flat (room and parlour) for rent,"Iwaya, Yaba, Lagos",1000000,1,1,1
161,1 bedroom mini flat (room and parlour) for rent,"Iwaya, Yaba, Lagos",1000000,1,1,1
162,Self contain (single rooms) for rent,"Abule Oja, Yaba, Lagos",900000,No Info,No Info,No Info
163,Self contain (single rooms) for rent,"Abule Oja, Yaba, Lagos",900000,No Info,No Info,No Info
164,Self contain (single rooms) for rent,"Abule Oja, Yaba, Lagos",900000,No Info,No Info,No Info
165,Self contain (single rooms) for rent,"Alagomeji, Yaba, Lagos",700000,3,3,4
166,Self contain (single rooms) for rent,"Alagomeji, Yaba, Lagos",700000,3,3,4
167,Self contain (single rooms) for rent,"Alagomeji, Yaba, Lagos",700000,3,3,4
168,1 bedroom mini flat (room and parlour) for rent,"Alagomeji, Yaba, Lagos",1200000,1,1,2
169,1 bedroom mini flat (room and parlour) for rent,"Alagomeji, Yaba, Lagos",1200000,1,1,2
170,1 bedroom mini flat (room and parlour) for rent,"Alagomeji, Yaba, Lagos",1200000,1,1,2
171,Self contain (single rooms) for rent,"Alagomeji, Yaba, Lagos",700000,3,3,4
172,Self contain (single rooms) for rent,"Alagomeji, Yaba, Lagos",700000,3,3,4
173,Self contain (single rooms) for rent,"Alagomeji, Yaba, Lagos",700000,3,3,4
174,3 bedroom flat / apartment for rent,"Onike, Sabo, Yaba, Lagos",1500000,3,2,2
175,3 bedroom flat / apartment for rent,"Onike, Sabo, Yaba, Lagos",1500000,3,2,2
176,3 bedroom flat / apartment for rent,"Onike, Sabo, Yaba, Lagos",1500000,3,2,2
177,3 bedroom flat / apartment for rent,"Onike, Sabo, Yaba, Lagos",1500000,3,2,2
178,3 bedroom flat / apartment for rent,"Onike, Sabo, Yaba, Lagos",1500000,3,2,2
179,3 bedroom flat / apartment for rent,"Onike, Sabo, Yaba, Lagos",1500000,3,2,2
180,1 bedroom mini flat (room and parlour) for rent,"Iwaya, Yaba, Lagos",1000000,1,1,1
181,1 bedroom mini flat (room and parlour) for rent,"Iwaya, Yaba, Lagos",1000000,1,1,1
182,1 bedroom mini flat (room and parlour) for rent,"Iwaya, Yaba, Lagos",1000000,1,1,1
183,2 bedroom flat / apartment short let,"Onike, Yaba, Lagos",85000,2,1,1
184,2 bedroom flat / apartment short let,"Onike, Yaba, Lagos",85000,2,1,1
185,2 bedroom flat / apartment short let,"Onike, Yaba, Lagos",85000,2,1,1
186,2 bedroom flat / apartment short let,"Onike, Yaba, Lagos",85000,2,1,1
187,2 bedroom flat / apartment short let,"Onike, Yaba, Lagos",85000,2,1,1
188,2 bedroom flat / apartment short let,"Onike, Yaba, Lagos",85000,2,1,1
189,Self contain (single rooms) for sale,"Comfy Burrows, No. 88 Community Road, Akoka, Yaba, Lagos",13000000,1,1,1
190,Self contain (single rooms) for sale,"Comfy Burrows, No. 88 Community Road, Akoka, Yaba, Lagos",13000000,1,1,1
191,Self contain (single rooms) for sale,"Comfy Burrows, No. 88 Community Road, Akoka, Yaba, Lagos",13000000,1,1,1
192,Self contain (single rooms) for rent,"Close To 3rd Mainland Bridge, Adekunle, Yaba, Lagos",700000,2,1,1
193,Self contain (single rooms) for rent,"Close To 3rd Mainland Bridge, Adekunle, Yaba, Lagos",700000,2,1,1
194,Self contain (single rooms) for rent,"Close To 3rd Mainland Bridge, Adekunle, Yaba, Lagos",700000,2,1,1
195,Self contain (single rooms) for sale,"Comfy Burrows, No. 88 Community Road, Akoka, Yaba, Lagos",13000000,3,1,1
196,Self contain (single rooms) for sale,"Comfy Burrows, No. 88 Community Road, Akoka, Yaba, Lagos",13000000,3,1,1
197,Self contain (single rooms) for sale,"Comfy Burrows, No. 88 Community Road, Akoka, Yaba, Lagos",13000000,3,1,1
198,1 bedroom flat / apartment for rent,"Off Folagoro Road, Fola Agoro, Yaba, Lagos",2500000,1,3,4
199,1 bedroom flat / apartment for rent,"Off Folagoro Road, Fola Agoro, Yaba, Lagos",2500000,1,3,4
200,1 bedroom flat / apartment for rent,"Off Folagoro Road, Fola Agoro, Yaba, Lagos",2500000,1,3,4
201,Self contain (single rooms) for sale,"Comfy Burrows, No. 88 Community Road, Akoka, Yaba, Lagos",13000000,No Info,No Info,No Info
202,Self contain (single rooms) for sale,"Comfy Burrows, No. 88 Community Road, Akoka, Yaba, Lagos",13000000,No Info,No Info,No Info
203,Self contain (single rooms) for sale,"Comfy Burrows, No. 88 Community Road, Akoka, Yaba, Lagos",13000000,No Info,No Info,No Info
204,Self contain (single rooms) for sale,"Comfy Burrows, No. 88 Community Road, Akoka, Yaba, Lagos",13000000,1,1,1
205,Self contain (single rooms) for sale,"Comfy Burrows, No. 88 Community Road, Akoka, Yaba, Lagos",13000000,1,1,1
206,Self contain (single rooms) for sale,"Comfy Burrows, No. 88 Community Road, Akoka, Yaba, Lagos",13000000,1,1,1
207,Self contain (single rooms) for sale,"Comfy Burrows, No. 88 Community Road, Akoka, Yaba, Lagos",13000000,1,1,1
208,Self contain (single rooms) for sale,"Comfy Burrows, No. 88 Community Road, Akoka, Yaba, Lagos",13000000,1,1,1
